 &plot nbnd=  50, nks=   128 /
            0.000000  0.000000  0.000000
  -58.790  -45.382  -45.382  -45.382  -45.382  -45.330  -45.330  -45.330  -45.330  -45.311
  -45.309  -32.932  -32.766  -32.766  -12.101  -11.102   -3.289   -0.061   -0.061    0.251
    0.913    0.913    1.816    4.893    4.893    5.123    5.123    6.650    7.328    7.849
    9.048   10.495   11.118   12.622   12.962   12.962   14.355   15.010   15.010   16.253
   16.824   16.890   18.641   18.641   18.753   18.753   19.335   19.585   22.032   22.032
            0.006796  0.011771  0.000000
  -58.790  -45.382  -45.382  -45.382  -45.382  -45.330  -45.330  -45.330  -45.330  -45.311
  -45.309  -32.932  -32.767  -32.766  -12.099  -11.101   -3.286   -0.066   -0.059    0.243
    0.909    0.918    1.815    4.886    4.896    5.113    5.120    6.655    7.331    7.858
    9.051   10.508   11.120   12.610   12.968   12.970   14.355   14.968   15.012   16.274
   16.848   16.898   18.578   18.643   18.738   18.741   19.340   19.656   22.024   22.048
            0.013592  0.023542  0.000000
  -58.790  -45.382  -45.382  -45.382  -45.382  -45.330  -45.330  -45.330  -45.330  -45.311
  -45.309  -32.932  -32.768  -32.767  -12.094  -11.098   -3.279   -0.081   -0.054    0.220
    0.899    0.933    1.814    4.866    4.905    5.082    5.112    6.672    7.340    7.885
    9.063   10.545   11.128   12.577   12.984   12.992   14.358   14.857   15.018   16.322
   16.921   16.922   18.432   18.651   18.692   18.704   19.356   19.832   22.004   22.097
            0.020388  0.035313  0.000000
  -58.790  -45.382  -45.382  -45.382  -45.382  -45.331  -45.330  -45.330  -45.330  -45.311
  -45.309  -32.931  -32.769  -32.767  -12.084  -11.093   -3.268   -0.107   -0.044    0.183
    0.883    0.957    1.811    4.834    4.920    5.033    5.097    6.699    7.353    7.928
    9.082   10.606   11.141   12.527   13.006   13.028   14.360   14.701   15.028   16.370
   16.959   17.043   18.256   18.613   18.649   18.665   19.386   20.059   21.975   22.174
            0.027184  0.047084  0.000000
  -58.790  -45.382  -45.382  -45.382  -45.382  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.931  -32.772  -32.767  -12.071  -11.086   -3.251   -0.141   -0.031    0.137
    0.860    0.985    1.807    4.792    4.941    4.970    5.076    6.733    7.372    7.987
    9.109   10.689   11.160   12.466   13.030   13.078   14.364   14.521   15.041   16.403
   17.009   17.195   18.087   18.503   18.581   18.686   19.431   20.310   21.943   22.276
            0.033980  0.058854  0.000000
  -58.789  -45.382  -45.382  -45.382  -45.382  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.930  -32.774  -32.768  -12.055  -11.077   -3.231   -0.185   -0.015    0.083
    0.829    1.016    1.802    4.741    4.895    4.968    5.050    6.773    7.397    8.060
    9.144   10.789   11.186   12.396   13.055   13.139   14.330   14.367   15.057   16.422
   17.068   17.340   17.960   18.363   18.507   18.717   19.492   20.573   21.908   22.396
            0.040776  0.070625  0.000000
  -58.789  -45.382  -45.382  -45.382  -45.382  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.929  -32.778  -32.769  -12.035  -11.066   -3.206   -0.238    0.006    0.023
    0.792    1.048    1.795    4.684    4.812    5.000    5.018    6.817    7.426    8.143
    9.189   10.901   11.221   12.322   13.081   13.209   14.136   14.371   15.074   16.426
   17.132   17.410   17.937   18.198   18.432   18.761   19.570   20.841   21.870   22.473
            0.047571  0.082396  0.000000
  -58.789  -45.382  -45.382  -45.382  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.928  -32.782  -32.770  -12.011  -11.053   -3.177   -0.298   -0.041    0.029
    0.746    1.080    1.786    4.624    4.724    4.981    5.036    6.864    7.460    8.236
    9.243   11.017   11.271   12.244   13.106   13.284   13.942   14.377   15.091   16.415
   17.195   17.377   18.016   18.037   18.364   18.827   19.665   21.105   21.820   22.215
            0.054367  0.094167  0.000000
  -58.788  -45.382  -45.382  -45.382  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.927  -32.787  -32.771  -11.984  -11.038   -3.143   -0.366   -0.108    0.056
    0.694    1.109    1.774    4.563    4.634    4.939    5.077    6.914    7.499    8.334
    9.307   11.121   11.347   12.165   13.131   13.360   13.754   14.389   15.105   16.390
   17.243   17.311   17.829   18.177   18.308   18.930   19.776   21.348   21.744   21.984
            0.061163  0.105938  0.000000
  -58.788  -45.382  -45.382  -45.382  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.926  -32.792  -32.772  -11.953  -11.021   -3.106   -0.439   -0.177    0.085
    0.633    1.137    1.760    4.503    4.543    4.892    5.122    6.967    7.543    8.436
    9.383   11.200   11.458   12.085   13.155   13.431   13.574   14.412   15.111   16.353
   17.245   17.259   17.665   18.274   18.293   19.081   19.901   21.478   21.616   21.860
            0.067959  0.117709  0.000000
  -58.787  -45.382  -45.382  -45.382  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.925  -32.798  -32.774  -11.920  -11.003   -3.066   -0.519   -0.246    0.117
    0.565    1.161    1.742    4.446    4.454    4.842    5.170    7.022    7.591    8.539
    9.470   11.260   11.595   12.007   13.176   13.405   13.491   14.452   15.104   16.314
   17.147   17.233   17.572   18.268   18.368   19.281   20.038   21.362   21.413   21.594
            0.074755  0.129480  0.000000
  -58.787  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.924  -32.804  -32.775  -11.883  -10.983   -3.022   -0.603   -0.317    0.152
    0.489    1.181    1.721    4.367    4.394    4.788    5.221    7.081    7.644    8.640
    9.569   11.312   11.739   11.931   13.193   13.251   13.536   14.514   15.080   16.286
   16.958   17.232   17.542   18.297   18.405   19.515   20.179   21.154   21.175   21.348
            0.081551  0.141251  0.000000
  -58.786  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.922  -32.810  -32.777  -11.843  -10.961   -2.975   -0.691   -0.387    0.188
    0.406    1.198    1.696    4.285    4.347    4.732    5.274    7.142    7.701    8.740
    9.678   11.361   11.856   11.879   13.117   13.204   13.564   14.599   15.034   16.280
   16.731   17.252   17.524   18.360   18.413   19.761   20.304   20.875   20.994   21.123
            0.088347  0.153021  0.000000
  -58.786  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.921  -32.817  -32.779  -11.799  -10.937   -2.926   -0.782   -0.457    0.225
    0.316    1.211    1.667    4.208    4.308    4.674    5.329    7.206    7.763    8.837
    9.797   11.409   11.785   12.000   13.014   13.206   13.580   14.704   14.966   16.302
   16.492   17.286   17.502   18.395   18.452   19.998   20.354   20.597   20.839   20.973
            0.095143  0.164792  0.000000
  -58.785  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.919  -32.824  -32.781  -11.754  -10.912   -2.874   -0.875   -0.527    0.220
    0.263    1.220    1.635    4.136    4.275    4.616    5.385    7.274    7.828    8.931
    9.924   11.455   11.716   12.088   12.954   13.197   13.591   14.821   14.882   16.253
   16.352   17.332   17.476   18.357   18.567   20.181   20.239   20.329   20.708   20.977
            0.101939  0.176563  0.000000
  -58.784  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.917  -32.832  -32.783  -11.705  -10.886   -2.821   -0.968   -0.595    0.119
    0.301    1.225    1.599    4.070    4.250    4.558    5.441    7.345    7.898    9.023
   10.055   11.499   11.651   12.127   12.949   13.176   13.603   14.787   14.934   16.029
   16.426   17.385   17.449   18.303   18.699   20.006   20.075   20.254   20.544   21.071
            0.108735  0.188334  0.000000
  -58.784  -45.382  -45.382  -45.381  -45.381  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.916  -32.840  -32.786  -11.654  -10.858   -2.767   -1.062   -0.664    0.013
    0.338    1.226    1.561    4.010    4.233    4.502    5.496    7.420    7.972    9.114
   10.187   11.539   11.591   12.122   12.999   13.146   13.616   14.688   15.013   15.849
   16.515   17.423   17.439   18.239   18.843   19.746   19.817   20.232   20.324   21.139
            0.115531  0.200105  0.000000
  -58.783  -45.382  -45.382  -45.381  -45.380  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.914  -32.847  -32.788  -11.600  -10.829   -2.713   -1.155   -0.731   -0.095
    0.371    1.222    1.521    3.955    4.223    4.449    5.551    7.498    8.050    9.203
   10.315   11.538   11.571   12.091   13.083   13.110   13.633   14.590   15.004   15.765
   16.611   17.399   17.489   18.181   18.996   19.490   19.557   20.085   20.178   21.085
            0.122327  0.211876  0.000000
  -58.782  -45.382  -45.382  -45.381  -45.380  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.912  -32.855  -32.791  -11.544  -10.798   -2.660   -1.246   -0.799   -0.206
    0.401    1.214    1.482    3.905    4.221    4.400    5.605    7.580    8.131    9.293
   10.431   11.496   11.591   12.056   13.072   13.184   13.649   14.500   14.881   15.800
   16.698   17.380   17.527   18.149   19.130   19.257   19.311   19.846   20.115   20.900
            0.129122  0.223647  0.000000
  -58.781  -45.382  -45.382  -45.380  -45.380  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.309  -32.910  -32.863  -32.794  -11.487  -10.767   -2.609   -1.332   -0.867   -0.316
    0.424    1.202    1.444    3.859    4.226    4.357    5.656    7.665    8.216    9.383
   10.525   11.473   11.595   12.033   13.038   13.289   13.661   14.419   14.694   15.907
   16.755   17.364   17.552   18.162   18.983   19.029   19.364   19.611   20.050   20.665
            0.135918  0.235418  0.000000
  -58.781  -45.382  -45.382  -45.380  -45.380  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.308  -32.908  -32.871  -32.797  -11.427  -10.734   -2.561   -1.414   -0.937   -0.423
    0.438    1.186    1.410    3.817    4.237    4.320    5.705    7.754    8.305    9.474
   10.586   11.478   11.581   12.027   13.010   13.391   13.662   14.352   14.491   16.037
   16.758   17.351   17.579   18.226   18.760   18.781   19.386   19.538   19.983   20.423
            0.142714  0.247188  0.000000
  -58.780  -45.382  -45.382  -45.380  -45.380  -45.331  -45.331  -45.330  -45.330  -45.311
  -45.308  -32.906  -32.879  -32.800  -11.366  -10.701   -2.519   -1.487   -1.009   -0.526
