Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
      1.02991      0.00000      0.00000      0.00000
      1.03991      0.00000      0.00000      0.00000
      1.04991      0.00000      0.00000      0.00000
      1.05991      0.00000      0.00000      0.00000
      1.06991      0.00000      0.00000      0.00000
      1.07991      0.00000      0.00000      0.00000
      1.08991      0.00000      0.00000      0.00000
      1.09991      0.00000      0.00000      0.00000
      1.10991      0.00000      0.00000      0.00000
      1.11991      0.00000      0.00000      0.00000
      1.12991      0.00000      0.00000      0.00000
      1.13991      0.00000      0.00000      0.00000
      1.14991      0.00000      0.00000      0.00000
      1.15991      0.00000      0.00000      0.00000
      1.16991      0.00000      0.00000      0.00000
      1.17991      0.00000      0.00000      0.00000
      1.18991      0.00000      0.00000      0.00000
      1.19991      0.00000      0.00000      0.00000
      1.20991      0.00000      0.00000      0.00000
      1.21991      0.00000      0.00000      0.00000
      1.22991      0.00000      0.00000      0.00000
      1.23991      0.00000      0.00000      0.00000
      1.24991      0.00000      0.00000      0.00000
      1.25991      0.00000      0.00000      0.00000
      1.26991      0.00000      0.00000      0.00000
      1.27991      0.00000      0.00000      0.00000
      1.28991      0.00000      0.00000      0.00000
      1.29991      0.00000      0.00000      0.00000
      1.30991      0.00000      0.00000      0.00000
      1.31991      0.00000      0.00000      0.00000
      1.32991      0.00000      0.00000      0.00000
      1.33991      0.00000      0.00000      0.00000
      1.34991      0.00000      0.00000      0.00000
      1.35991      0.00000      0.00000      0.00000
      1.36991      0.00000      0.00000      0.00000
      1.37991      0.00000      0.00000      0.00000
      1.38991      0.00000      0.00000      0.00000
      1.39991      0.00000      0.00000      0.00000
      1.40991      0.00000      0.00000      0.00000
      1.41991      0.00000      0.00000      0.00000
      1.42991      0.00000      0.00000      0.00000
      1.43991      0.00000      0.00000      0.00000
      1.44991      0.00000      0.00000      0.00000
      1.45991      0.00000      0.00000      0.00000
      1.46991      0.00000      0.00000      0.00000
      1.47991      0.00000      0.00000      0.00000
      1.48991      0.00000      0.00000      0.00000
      1.49991      0.00000      0.00000      0.00000
      1.50991      0.00000      0.00000      0.00000
      1.51991      0.00000      0.00000      0.00000
      1.52991      0.00000      0.00000      0.00000
      1.53991      0.00000      0.00000      0.00000
      1.54991      0.00000      0.00000      0.00000
      1.55991      0.00000      0.00000      0.00000
      1.56991      0.00000      0.00000      0.00000
      1.57991      0.00000      0.00000      0.00000
      1.58991      0.00000      0.00000      0.00000
      1.59991      0.00000      0.00000      0.00000
      1.60991      0.00000      0.00000      0.00000
      1.61991      0.00000      0.00000      0.00000
      1.62991      0.00000      0.00000      0.00000
      1.63991      0.00000      0.00000      0.00000
      1.64991      0.00000      0.00000      0.00000
      1.65991      0.00000      0.00000      0.00000
      1.66991      0.00000      0.00000      0.00000
      1.67991      0.00000      0.00000      0.00000
      1.68991      0.00000      0.00000      0.00000
      1.69991      0.00000      0.00000      0.00000
      1.70991      0.00000      0.00000      0.00000
      1.71991      0.00000      0.00000      0.00000
      1.72991      0.00000      0.00000      0.00000
      1.73991      0.00000      0.00000      0.00000
      1.74991      0.00000      0.00000      0.00000
      1.75991      0.00000      0.00000      0.00000
      1.76991      0.00000      0.00000      0.00000
      1.77991      0.00000      0.00000      0.00000
      1.78991      0.00000      0.00000      0.00000
      1.79991      0.00000      0.00000      0.00000
      1.80991      0.00000      0.00000      0.00000
      1.81991      0.00000      0.00000      0.00000
      1.82991      0.00000      0.00000      0.00000
      1.83991      0.00000      0.00000      0.00000
      1.84991      0.00000      0.00000      0.00000
      1.85991      0.00000      0.00000      0.00000
      1.86991      0.00000      0.00000      0.00000
      1.87991      0.00000      0.00000      0.00000
      1.88991      0.00000      0.00000      0.00000
      1.89991      0.00000      0.00000      0.00000
      1.90991      0.00000      0.00000      0.00000
      1.91991      0.00000      0.00000      0.00000
      1.92991      0.00000      0.00000      0.00000
      1.93991      0.00000      0.00000      0.00000
      1.94991      0.00000      0.00000      0.00000
      1.95991      0.00000      0.00000      0.00000
      1.96991      0.00000      0.00000      0.00000
      1.97991      0.00000      0.00000      0.00000
      1.98991      0.00000      0.00000      0.00000
      1.99991      0.00000      0.00000      0.00000
      2.00991      0.00000      0.00000      0.00000
      2.01991      0.00000      0.00000      0.00000
      2.02991      0.00000      0.00000      0.00000
      2.03991      0.00000      0.00000      0.00000
      2.04991      0.00000      0.00000      0.00000
      2.05991      0.00000      0.00000      0.00000
      2.06991      0.00000      0.00000      0.00000
      2.07991      0.00000      0.00000      0.00000
      2.08991      0.00000      0.00000      0.00000
      2.09991      0.00000      0.00000      0.00000
      2.10991      0.00000      0.00000      0.00000
      2.11991      0.00000      0.00000      0.00000
      2.12991      0.00000      0.00000      0.00000
      2.13991      0.00000      0.00000      0.00000
      2.14991      0.00000      0.00000      0.00000
      2.15991      0.00000      0.00000      0.00000
      2.16991      0.00000      0.00000      0.00000
      2.17991      0.00000      0.00000      0.00000
      2.18991      0.00000      0.00000      0.00000
      2.19991      0.00000      0.00000      0.00000
      2.20991      0.00000      0.00000      0.00000
      2.21991      0.00000      0.00000      0.00000
      2.22991      0.00000      0.00000      0.00000
      2.23991      0.00000      0.00000      0.00000
      2.24991      0.00000      0.00000      0.00000
      2.25991      0.00000      0.00000      0.00000
      2.26991      0.00000      0.00000      0.00000
      2.27991      0.00000      0.00000      0.00000
      2.28991      0.00000      0.00000      0.00000
      2.29991      0.00000      0.00000      0.00000
      2.30991      0.00000      0.00000      0.00000
      2.31991      0.00000      0.00000      0.00000
      2.32991      0.00000      0.00000      0.00000
      2.33991      0.00000      0.00000      0.00000
      2.34991      0.00000      0.00000      0.00000
      2.35991      0.00000      0.00000      0.00000
      2.36991      0.00000      0.00000      0.00000
      2.37991      0.00000      0.00000      0.00000
      2.38991      0.00000      0.00000      0.00000
      2.39991      0.00000      0.00000      0.00000
      2.40991      0.00000      0.00000      0.00000
      2.41991      0.00000      0.00000      0.00000
      2.42991      0.00000      0.00000      0.00000
      2.43991      0.00000      0.00000      0.00000
      2.44991      0.00000      0.00000      0.00000
      2.45991      0.00000      0.00000      0.00000
      2.46991      0.00000      0.00000      0.00000
      2.47991      0.00008      0.00004      0.00004
      2.48991      0.00304      0.00159      0.00145
      2.49991      0.04610      0.02417      0.02193
      2.50991      0.28648      0.15017      0.13631
      2.51991      0.83732      0.43823      0.39909
      2.52991      1.45501      0.76079      0.69422
      2.53991      1.87970      0.98565      0.89405
      2.54991      1.93522      1.01835      0.91686
      2.55991      1.81029      0.95422      0.85607
      2.56991      1.87519      0.98769      0.88750
      2.57991      1.69004      0.88365      0.80639
      2.58991      1.70537      0.88962      0.81574
      2.59991      2.34002      1.24106      1.09896
      2.60991      2.35000      1.26159      1.08841
      2.61991      1.95275      1.05109      0.90166
      2.62991      2.34751      1.28753      1.05998
      2.63991      2.70877      1.54931      1.15946
      2.64991      2.50962      1.51156      0.99805
      2.65991      2.31498      1.40924      0.90573
      2.66991      2.44232      1.44282      0.99950
      2.67991      3.00543      1.73851      1.26693
      2.68991      3.48589      2.02596      1.45992
      2.69991      3.56031      2.07566      1.48466
      2.70991      3.26529      1.93328      1.33201
      2.71991      3.17600      1.87271      1.30329
      2.72991      3.51314      2.05310      1.46004
      2.73991      3.51678      2.10766      1.40911
      2.74991      3.37820      2.03790      1.34030
      2.75991      3.29151      1.90621      1.38530
      2.76991      3.62183      2.04563      1.57620
      2.77991      4.33241      2.53854      1.79388
      2.78991      4.45911      2.73281      1.72630
      2.79991      3.80504      2.38269      1.42234
      2.80991      2.87371      1.83750      1.03621
      2.81991      2.42480      1.57365      0.85115
      2.82991      2.58236      1.62576      0.95660
      2.83991      2.79630      1.75029      1.04602
      2.84991      3.10552      2.01375      1.09178
      2.85991      3.68945      2.43203      1.25742
      2.86991      4.00698      2.60944      1.39754
      2.87991      3.81392      2.49899      1.31493
      2.88991      3.74647      2.47068      1.27579
      2.89991      4.00098      2.58012      1.42087
      2.90991      4.09674      2.68143      1.41531
      2.91991      3.52342      2.43078      1.09263
      2.92991      2.99109      2.14759      0.84351
      2.93991      2.69858      1.90549      0.79309
      2.94991      3.01333      2.04723      0.96610
      2.95991      3.48511      2.37264      1.11247
      2.96991      3.26248      2.23350      1.02899
      2.97991      3.11344      2.06347      1.04998
      2.98991      3.42828      2.24086      1.18742
      2.99991      3.60988      2.40234      1.20754
      3.00991      4.33225      2.96922      1.36303
      3.01991      5.43004      3.72697      1.70307
      3.02991      5.01324      3.36329      1.64995
      3.03991      3.82002      2.53782      1.28220
      3.04991      3.78339      2.51245      1.27093
      3.05991      4.62830      2.96153      1.66678
      3.06991      4.45250      2.82743      1.62508
      3.07991      4.50341      3.02657      1.47684
      3.08991      5.62404      3.82706      1.79698
      3.09991      6.37083      4.13232      2.23851
      3.10991      6.66097      4.17062      2.49035
      3.11991      6.70273      4.23512      2.46761
      3.12991      5.78378      3.70194      2.08185
      3.13991      5.18157      3.40169      1.77988
      3.14991      5.15310      3.45812      1.69498
      3.15991      5.27416      3.53372      1.74044
      3.16991      5.52059      3.71779      1.80280
      3.17991      5.28808      3.65821      1.62987
      3.18991      5.13235      3.72167      1.41068
      3.19991      4.95453      3.65213      1.30240
      3.20991      4.30840      3.00015      1.30825
      3.21991      3.39161      2.08632      1.30528
      3.22991      2.37493      1.36285      1.01208
      3.23991      2.15003      1.33669      0.81334
      3.24991      2.93537      1.86069      1.07468
      3.25991      3.29607      2.03267      1.26341
      3.26991      2.64137      1.60297      1.03839
      3.27991      1.77983      1.02043      0.75939
      3.28991      1.76102      0.96351      0.79751
      3.29991      2.54569      1.51250      1.03319
      3.30991      3.93952      2.44440      1.49512
      3.31991      4.92342      3.12175      1.80167
      3.32991      4.93565      3.18468      1.75097
      3.33991      4.40542      2.75569      1.64973
      3.34991      4.07327      2.44605      1.62722
      3.35991      5.19140      3.11422      2.07718
      3.36991      6.31600      3.75231      2.56369
      3.37991      4.94605      2.88196      2.06409
      3.38991      3.60946      2.15855      1.45091
      3.39991      3.84529      2.37987      1.46542
      3.40991      4.08095      2.56427      1.51669
      3.41991      4.32609      2.77398      1.55211
      3.42991      4.44769      2.82209      1.62560
      3.43991      4.63975      2.90020      1.73955
      3.44991      4.57791      2.94385      1.63406
      3.45991      3.99687      2.57845      1.41842
      3.46991      3.63667      2.34644      1.29023
      3.47991      3.69865      2.39889      1.29975
      3.48991      3.50735      2.26894      1.23841
      3.49991      3.79703      2.48478      1.31224
      3.50991      3.67430      2.50369      1.17060
      3.51991      2.75417      2.01563      0.73854
      3.52991      2.70856      2.04889      0.65967
      3.53991      3.52602      2.61719      0.90883
      3.54991      4.06442      2.99197      1.07245
      3.55991      4.07178      2.98391      1.08786
      3.56991      4.12199      2.98336      1.13863
      3.57991      3.81021      2.74673      1.06347
      3.58991      3.32675      2.49621      0.83054
      3.59991      3.27131      2.54760      0.72371
      3.60991      3.39597      2.58784      0.80813
      3.61991      3.53756      2.57155      0.96600
      3.62991      3.75662      2.66479      1.09183
      3.63991      3.77713      2.71469      1.06244
      3.64991      2.86461      2.08812      0.77649
      3.65991      2.21238      1.60844      0.60393
      3.66991      2.46387      1.78178      0.68209
      3.67991      2.39004      1.69368      0.69636
      3.68991      2.38528      1.65405      0.73123
      3.69991      2.88891      1.99885      0.89006
      3.70991      3.15372      2.16770      0.98602
      3.71991      2.94127      2.00019      0.94107
      3.72991      2.74320      1.87119      0.87201
      3.73991      2.83601      1.90778      0.92823
      3.74991      2.91723      1.90912      1.00810
      3.75991      3.04213      1.93837      1.10375
      3.76991      2.75707      1.66911      1.08796
      3.77991      2.65605      1.53928      1.11677
      3.78991      3.51072      2.09489      1.41583
      3.79991      4.18249      2.54995      1.63254
      3.80991      3.61382      2.16327      1.45055
      3.81991      2.86563      1.67804      1.18758
      3.82991      3.33945      1.96557      1.37388
      3.83991      3.89049      2.26388      1.62662
      3.84991      3.17449      1.78770      1.38679
      3.85991      2.88977      1.58230      1.30747
      3.86991      4.39312      2.47831      1.91481
      3.87991      5.93443      3.37525      2.55918
      3.88991      5.43109      3.03167      2.39942
      3.89991      3.89002      2.12900      1.76102
      3.90991      3.33081      1.79750      1.53332
      3.91991      3.19157      1.68168      1.50989
      3.92991      2.52717      1.33697      1.19021
      3.93991      1.85148      1.01848      0.83300
      3.94991      2.21267      1.24477      0.96790
      3.95991      3.57351      2.03843      1.53508
      3.96991      4.22699      2.44765      1.77934
      3.97991      3.16315      1.84257      1.32057
      3.98991      2.06350      1.20117      0.86232
      3.99991      1.89529      1.09372      0.80157
      4.00991      2.20777      1.26861      0.93916
      4.01991      2.32291      1.33879      0.98412
      4.02991      2.41016      1.38154      1.02862
      4.03991      3.25193      1.79707      1.45486
      4.04991      4.01837      2.15330      1.86507
      4.05991      3.26084      1.73166      1.52918
      4.06991      1.99546      1.07414      0.92132
      4.07991      1.77074      0.96927      0.80148
      4.08991      1.97527      1.10818      0.86709
      4.09991      1.83439      1.04949      0.78490
      4.10991      1.92215      1.11013      0.81202
      4.11991      2.52205      1.45142      1.07063
      4.12991      2.42843      1.34828      1.08015
      4.13991      1.89607      0.97685      0.91922
      4.14991      1.64754      0.84167      0.80587
      4.15991      1.47508      0.81528      0.65979
      4.16991      1.71847      0.94641      0.77206
      4.17991      2.08212      1.11443      0.96769
      4.18991      1.93205      1.04407      0.88799
      4.19991      1.86074      1.02780      0.83293
      4.20991      2.55596      1.42054      1.13542
      4.21991      2.93476      1.56863      1.36613
      4.22991      2.43818      1.21826      1.21992
      4.23991      1.86620      0.90210      0.96410
      4.24991      1.53454      0.75635      0.77819
      4.25991      1.28606      0.64648      0.63958
      4.26991      1.17606      0.60667      0.56939
      4.27991      1.18487      0.62229      0.56257
      4.28991      1.04290      0.53559      0.50731
      4.29991      0.99233      0.49390      0.49842
      4.30991      1.36026      0.67235      0.68791
      4.31991      1.76777      0.87505      0.89272
      4.32991      1.59004      0.78670      0.80335
      4.33991      1.12521      0.55903      0.56618
      4.34991      1.05685      0.55051      0.50634
      4.35991      1.57265      0.83217      0.74048
      4.36991      1.74946      0.91656      0.83291
      4.37991      1.58674      0.82126      0.76547
      4.38991      1.88713      0.93951      0.94762
      4.39991      2.26781      1.08685      1.18096
      4.40991      2.14804      1.02895      1.11910
      4.41991      1.62947      0.80829      0.82118
      4.42991      0.98039      0.49585      0.48453
      4.43991      0.59009      0.29397      0.29612
      4.44991      0.59120      0.30095      0.29026
      4.45991      0.65204      0.33924      0.31280
      4.46991      0.90230      0.45760      0.44470
      4.47991      1.41599      0.69771      0.71828
      4.48991      1.85309      0.91891      0.93418
      4.49991      2.06272      1.05092      1.01180
      4.50991      1.78966      0.93265      0.85701
      4.51991      1.29987      0.68472      0.61515
      4.52991      1.36963      0.69757      0.67206
      4.53991      1.95179      0.95649      0.99531
      4.54991      2.11049      1.02054      1.08995
      4.55991      1.87016      0.90631      0.96385
      4.56991      1.60079      0.76926      0.83152
      4.57991      1.26650      0.59884      0.66766
      4.58991      0.81972      0.39760      0.42212
      4.59991      0.58601      0.30795      0.27807
      4.60991      0.63771      0.33502      0.30269
      4.61991      0.87669      0.44363      0.43306
      4.62991      1.24162      0.62261      0.61900
      4.63991      1.59859      0.80509      0.79351
      4.64991      1.76933      0.89528      0.87405
      4.65991      2.14548      1.07531      1.07017
      4.66991      2.33519      1.16219      1.17300
      4.67991      1.72392      0.85519      0.86874
      4.68991      1.55827      0.77825      0.78001
      4.69991      1.90242      0.94971      0.95272
      4.70991      1.70051      0.84838      0.85213
      4.71991      1.67143      0.85969      0.81174
      4.72991      2.09934      1.09057      1.00876
      4.73991      2.09150      1.07788      1.01362
      4.74991      1.73128      0.88943      0.84185
      4.75991      1.31231      0.66533      0.64698
      4.76991      1.31795      0.64028      0.67766
      4.77991      1.72422      0.81446      0.90976
      4.78991      1.59584      0.74563      0.85021
      4.79991      1.23531      0.57707      0.65824
      4.80991      1.38688      0.64883      0.73805
      4.81991      1.62755      0.76242      0.86513
      4.82991      1.24828      0.58603      0.66225
      4.83991      0.95537      0.45012      0.50526
      4.84991      1.47119      0.70075      0.77044
      4.85991      1.87955      0.90040      0.97915
      4.86991      2.09755      1.00423      1.09333
      4.87991      2.50089      1.18538      1.31551
      4.88991      2.44955      1.14837      1.30118
      4.89991      1.93368      0.91084      1.02285
      4.90991      2.04682      0.96817      1.07864
      4.91991      2.77758      1.30846      1.46911
      4.92991      3.28588      1.55768      1.72821
      4.93991      4.17776      1.99892      2.17884
      4.94991      4.90952      2.33867      2.57084
      4.95991      5.09410      2.39035      2.70375
      4.96991      4.80496      2.24617      2.55879
      4.97991      4.10018      1.95300      2.14718
      4.98991      3.50863      1.70635      1.80228
      4.99991      2.75986      1.35948      1.40037
      5.00991      2.16367      1.08907      1.07460
      5.01991      2.11944      1.08678      1.03266
      5.02991      2.61368      1.33872      1.27496
      5.03991      2.82747      1.44095      1.38652
      5.04991      2.32691      1.17797      1.14894
      5.05991      1.92832      0.97218      0.95614
      5.06991      1.96265      0.99960      0.96305
      5.07991      2.29467      1.19913      1.09554
      5.08991      2.30237      1.21931      1.08307
      5.09991      1.53111      0.80447      0.72664
      5.10991      0.90990      0.47654      0.43335
      5.11991      1.30066      0.68629      0.61437
      5.12991      1.95692      1.03026      0.92666
      5.13991      2.23523      1.18590      1.04934
      5.14991      2.27586      1.22975      1.04612
      5.15991      1.61730      0.88396      0.73334
      5.16991      0.91344      0.49332      0.42012
      5.17991      0.86201      0.45726      0.40474
      5.18991      1.17269      0.62533      0.54736
      5.19991      1.69173      0.90778      0.78395
      5.20991      1.70388      0.92394      0.77994
      5.21991      1.62818      0.90003      0.72815
      5.22991      1.91167      1.06901      0.84266
      5.23991      1.92340      1.07890      0.84450
      5.24991      1.78444      1.00296      0.78148
      5.25991      1.76046      0.99156      0.76890
      5.26991      1.67610      0.94444      0.73166
      5.27991      1.15945      0.65289      0.50655
      5.28991      0.48878      0.27462      0.21416
      5.29991      0.27130      0.15423      0.11707
      5.30991      0.57919      0.33297      0.24623
      5.31991      0.85730      0.49231      0.36498
      5.32991      0.61153      0.35077      0.26076
      5.33991      0.38441      0.22260      0.16181
      5.34991      0.58687      0.34217      0.24470
      5.35991      1.19881      0.69833      0.50048
      5.36991      1.85451      1.08246      0.77205
      5.37991      1.73342      1.01554      0.71788
      5.38991      1.01916      0.59890      0.42027
      5.39991      0.33788      0.19879      0.13909
      5.40991      0.07928      0.04679      0.03249
      5.41991      0.18735      0.11083      0.07653
      5.42991      0.54105      0.31886      0.22219
      5.43991      0.87299      0.51415      0.35883
      5.44991      0.91897      0.54331      0.37566
      5.45991      0.97300      0.57549      0.39751
      5.46991      1.03058      0.61129      0.41930
      5.47991      0.90971      0.54410      0.36561
      5.48991      1.18267      0.71037      0.47230
      5.49991      1.35446      0.81388      0.54058
      5.50991      1.01153      0.60898      0.40256
      5.51991      0.63301      0.38348      0.24953
      5.52991      0.58260      0.35619      0.22641
      5.53991      0.68718      0.42152      0.26566
      5.54991      0.80621      0.49123      0.31498
      5.55991      0.96870      0.58497      0.38373
      5.56991      1.08320      0.65482      0.42838
      5.57991      0.82876      0.50341      0.32535
      5.58991      0.50541      0.30851      0.19689
      5.59991      0.42727      0.26227      0.16499
      5.60991      0.49586      0.30712      0.18874
      5.61991      0.66216      0.41127      0.25089
      5.62991      0.66973      0.41447      0.25525
      5.63991      0.66343      0.40927      0.25416
      5.64991      0.62262      0.38515      0.23747
      5.65991      0.46577      0.28950      0.17627
      5.66991      0.34078      0.21229      0.12849
      5.67991      0.33354      0.20811      0.12543
      5.68991      0.31938      0.19921      0.12018
      5.69991      0.23690      0.14691      0.08999
      5.70991      0.15418      0.09514      0.05904
      5.71991      0.05397      0.03326      0.02071
      5.72991      0.00747      0.00460      0.00287
      5.73991      0.00038      0.00024      0.00015
      5.74991      0.00001      0.00000      0.00000
      5.75991      0.00000      0.00000      0.00000
      5.76991      0.00000      0.00000      0.00000
      5.77991      0.00000      0.00000      0.00000
      5.78991      0.00000      0.00000      0.00000
      5.79991      0.00000      0.00000      0.00000
      5.80991      0.00000      0.00000      0.00000
      5.81991      0.00000      0.00000      0.00000
      5.82991      0.00000      0.00000      0.00000
      5.83991      0.00000      0.00000      0.00000
      5.84991      0.00000      0.00000      0.00000
      5.85991      0.00000      0.00000      0.00000
      5.86991      0.00000      0.00000      0.00000
      5.87991      0.00000      0.00000      0.00000
      5.88991      0.00000      0.00000      0.00000
      5.89991      0.00000      0.00000      0.00000
      5.90991      0.00000      0.00000      0.00000
      5.91991      0.00000      0.00000      0.00000
      5.92991      0.00000      0.00000      0.00000
      5.93991      0.00000      0.00000      0.00000
      5.94991      0.00000      0.00000      0.00000
      5.95991      0.00000      0.00000      0.00000
      5.96991      0.00000      0.00000      0.00000
      5.97991      0.00000      0.00000      0.00000
      5.98991      0.00000      0.00000      0.00000
      5.99991      0.00000      0.00000      0.00000
      6.00991      0.00000      0.00000      0.00000
      6.01991      0.00000      0.00000      0.00000
      6.02991      0.00000      0.00000      0.00000
      6.03991      0.00000      0.00000      0.00000
      6.04991      0.00000      0.00000      0.00000
      6.05991      0.00000      0.00000      0.00000
      6.06991      0.00000      0.00000      0.00000
      6.07991      0.00000      0.00000      0.00000
      6.08991      0.00000      0.00000      0.00000
      6.09991      0.00000      0.00000      0.00000
      6.10991      0.00000      0.00000      0.00000
      6.11991      0.00000      0.00000      0.00000
      6.12991      0.00000      0.00000      0.00000
      6.13991      0.00000      0.00000      0.00000
      6.14991      0.00000      0.00000      0.00000
      6.15991      0.00000      0.00000      0.00000
      6.16991      0.00000      0.00000      0.00000
      6.17991      0.00000      0.00000      0.00000
      6.18991      0.00000      0.00000      0.00000
      6.19991      0.00000      0.00000      0.00000
      6.20991      0.00000      0.00000      0.00000
      6.21991      0.00000      0.00000      0.00000
      6.22991      0.00000      0.00000      0.00000
      6.23991      0.00000      0.00000      0.00000
      6.24991      0.00000      0.00000      0.00000
      6.25991      0.00000      0.00000      0.00000
      6.26991      0.00000      0.00000      0.00000
      6.27991      0.00000      0.00000      0.00000
      6.28991      0.00000      0.00000      0.00000
      6.29991      0.00000      0.00000      0.00000
      6.30991      0.00000      0.00000      0.00000
      6.31991      0.00000      0.00000      0.00000
      6.32991      0.00000      0.00000      0.00000
      6.33991      0.00000      0.00000      0.00000
      6.34991      0.00000      0.00000      0.00000
      6.35991      0.00000      0.00000      0.00000
      6.36991      0.00000      0.00000      0.00000
      6.37991      0.00000      0.00000      0.00000
      6.38991      0.00000      0.00000      0.00000
      6.39991      0.00000      0.00000      0.00000
      6.40991      0.00000      0.00000      0.00000
      6.41991      0.00000      0.00000      0.00000
      6.42991      0.00000      0.00000      0.00000
      6.43991      0.00000      0.00000      0.00000
      6.44991      0.00000      0.00000      0.00000
      6.45991      0.00000      0.00000      0.00000
      6.46991      0.00000      0.00000      0.00000
      6.47991      0.00000      0.00000      0.00000
      6.48991      0.00000      0.00000      0.00000
      6.49991      0.00000      0.00000      0.00000
      6.50991      0.00000      0.00000      0.00000
      6.51991      0.00000      0.00000      0.00000
      6.52991      0.00000      0.00000      0.00000
      6.53991      0.00000      0.00000      0.00000
      6.54991      0.00000      0.00000      0.00000
      6.55991      0.00000      0.00000      0.00000
      6.56991      0.00000      0.00000      0.00000
      6.57991      0.00000      0.00000      0.00000
      6.58991      0.00000      0.00000      0.00000
      6.59991      0.00000      0.00000      0.00000
      6.60991      0.00000      0.00000      0.00000
      6.61991      0.00000      0.00000      0.00000
      6.62991      0.00000      0.00000      0.00000
      6.63991      0.00000      0.00000      0.00000
      6.64991      0.00000      0.00000      0.00000
      6.65991      0.00000      0.00000      0.00000
      6.66991      0.00000      0.00000      0.00000
      6.67991      0.00000      0.00000      0.00000
      6.68991      0.00000      0.00000      0.00000
      6.69991      0.00000      0.00000      0.00000
      6.70991      0.00000      0.00000      0.00000
      6.71991      0.00000      0.00000      0.00000
      6.72991      0.00000      0.00000      0.00000
      6.73991      0.00000      0.00000      0.00000
      6.74991      0.00000      0.00000      0.00000
      6.75991      0.00000      0.00000      0.00000
      6.76991      0.00000      0.00000      0.00000
      6.77991      0.00000      0.00000      0.00000
      6.78991      0.00000      0.00000      0.00000
      6.79991      0.00000      0.00000      0.00000
      6.80991      0.00000      0.00000      0.00000
      6.81991      0.00000      0.00000      0.00000
      6.82991      0.00000      0.00000      0.00000
      6.83991      0.00000      0.00000      0.00000
      6.84991      0.00000      0.00000      0.00000
      6.85991      0.00000      0.00000      0.00000
      6.86991      0.00000      0.00000      0.00000
      6.87991      0.00000      0.00000      0.00000
      6.88991      0.00000      0.00000      0.00000
      6.89991      0.00000      0.00000      0.00000
      6.90991      0.00000      0.00000      0.00000
      6.91991      0.00000      0.00000      0.00000
      6.92991      0.00007      0.00010      0.00000
      6.93991      0.00213      0.00319      0.00000
      6.94991      0.02417      0.03627      0.00000
      6.95991      0.10128      0.15199      0.00000
      6.96991      0.16058      0.24098      0.00000
      6.97991      0.13037      0.19559      0.00000
      6.98991      0.14773      0.22151      0.00000
      6.99991      0.15423      0.23121      0.00000
      7.00991      0.13716      0.20544      0.00002
      7.01991      0.29817      0.44518      0.00058
      7.02991      0.45324      0.66220      0.00778
      7.03991      0.36277      0.46222      0.03863
      7.04991      0.23052      0.19742      0.07060
      7.05991      0.11274      0.06952      0.04746
      7.06991      0.02616      0.01461      0.01174
      7.07991      0.00235      0.00129      0.00107
      7.08991      0.00008      0.00004      0.00004
      7.09991      0.00000      0.00000      0.00000
      7.10991      0.00000      0.00000      0.00000
      7.11991      0.00023      0.00035      0.00000
      7.12991      0.00622      0.00931      0.00000
      7.13991      0.06146      0.09193      0.00000
      7.14991      0.22489      0.33639      0.00000
      7.15991      0.30485      0.45599      0.00000
      7.16991      0.15310      0.22900      0.00001
      7.17991      0.02902      0.04290      0.00024
      7.18991      0.01147      0.00816      0.00428
      7.19991      0.06142      0.03379      0.02765
      7.20991      0.14578      0.08008      0.06570
      7.21991      0.12741      0.06999      0.05742
      7.22991      0.04112      0.02259      0.01853
      7.23991      0.00938      0.00514      0.00424
      7.24991      0.04806      0.02624      0.02181
      7.25991      0.19554      0.10678      0.08876
      7.26991      0.33177      0.18135      0.15052
      7.27991      0.34693      0.19493      0.15491
      7.28991      0.47822      0.31765      0.19021
      7.29991      0.71213      0.60330      0.22099
      7.30991      0.76259      0.74516      0.18925
      7.31991      0.67162      0.68791      0.15149
      7.32991      0.65369      0.67975      0.14253
      7.33991      0.38113      0.39545      0.08352
      7.34991      0.09234      0.09352      0.02133
      7.35991      0.00871      0.00845      0.00219
      7.36991      0.00146      0.00091      0.00060
      7.37991      0.02260      0.01237      0.01024
      7.38991      0.17064      0.09346      0.07723
      7.39991      0.51984      0.28690      0.23421
      7.40991      0.74633      0.43446      0.32552
      7.41991      0.68757      0.48209      0.26096
      7.42991      0.52703      0.47261      0.15091
      7.43991      0.51386      0.47872      0.13839
      7.44991      0.68122      0.52837      0.23408
      7.45991      0.81139      0.50681      0.33751
      7.46991      0.75640      0.44520      0.32787
      7.47991      0.49956      0.40461      0.16397
      7.48991      0.39624      0.50206      0.04390
      7.49991      0.37725      0.43529      0.06214
      7.50991      0.45775      0.31803      0.17527
      7.51991      0.62133      0.34781      0.27739
