# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      39     0.18400     0.10623     0.00000    0.457160471   -1.185077960   -1.642238431
     1      39     0.17378     0.10033     0.00000    0.448285318   -1.163091835   -1.611377153
     1      39     0.16356     0.09443     0.00000    0.424331066   -1.177981913   -1.602312979
     1      39     0.15333     0.08853     0.00000    0.396107367   -1.203666753   -1.599774121
     1      39     0.14311     0.08263     0.00000    0.367513021   -1.231477357   -1.598990378
     1      39     0.13289     0.07672     0.00000    0.340290796   -1.258654237   -1.598945032
     1      39     0.12267     0.07082     0.00000    0.315610559   -1.284179551   -1.599790110
     1      39     0.11244     0.06492     0.00000    0.294596326   -1.306943281   -1.601539607
     1      39     0.10222     0.05902     0.00000    0.278598735   -1.326425425   -1.605024160
     1      39     0.09200     0.05312     0.00000    0.269344398   -1.341951310   -1.611295708
     1      39     0.08178     0.04721     0.00000    0.268746834   -1.350751767   -1.619498601
     1      39     0.07156     0.04131     0.00000    0.277934478   -1.345110425   -1.623044903
     1      39     0.06133     0.03541     0.00000    0.295840834   -1.341466710   -1.637307544
     1      39     0.05111     0.02951     0.00000    0.319135369   -1.335362664   -1.654498034
     1      39     0.04089     0.02361     0.00000    0.343789640   -1.321399023   -1.665188663
     1      39     0.03067     0.01771     0.00000    0.366354310   -1.335202837   -1.701557147
     1      39     0.02044     0.01180     0.00000    0.384257999   -1.434145401   -1.818403400
     1      39     0.01022     0.00590     0.00000    0.395716148   -1.457884567   -1.853600715
     1      39     0.00000     0.00000     0.00000    0.399656140   -1.455739149   -1.855395289
     1      40     0.00000     0.00000     0.00000    0.399656140   -1.455739149   -1.855395289
     1      40     0.00681     0.01179     0.00000    0.394531193   -1.458941931   -1.853473124
     1      40     0.01362     0.02358     0.00000    0.380224797   -1.467012494   -1.847237291
     1      40     0.02042     0.03538     0.00000    0.359319648   -1.471736872   -1.831056519
     1      40     0.02723     0.04717     0.00000    0.335706566   -1.465368892   -1.801075458
     1      40     0.03404     0.05896     0.00000    0.314435498   -1.447618827   -1.762054325
     1      40     0.04085     0.07075     0.00000    0.300774144   -1.420213285   -1.720987430
     1      40     0.04766     0.08254     0.00000    0.298130388   -1.383705327   -1.681835716
     1      40     0.05446     0.09433     0.00000    0.306710498   -1.339771966   -1.646482465
     1      40     0.06127     0.10613     0.00000    0.324600358   -1.293754618   -1.618354976
     1      40     0.06808     0.11792     0.00000    0.349473432   -1.253280573   -1.602754005
     1      40     0.07489     0.12971     0.00000    0.379260002   -1.220089128   -1.599349130
     1      40     0.08170     0.14150     0.00000    0.411863420   -1.187351205   -1.599214625
     1      40     0.08850     0.15329     0.00000    0.442875020   -1.156718075   -1.599593094
     1      40     0.09531     0.16509     0.00000    0.386062878   -1.331939593   -1.718002471
     1      40     0.10212     0.17688     0.00000    0.342767431   -1.288679528   -1.631446959
     1      40     0.10893     0.18867     0.00000    0.226902904   -1.422026408   -1.648929312
     1      40     0.11574     0.20046     0.00000    0.104972670   -1.565231114   -1.670203783
     1      40     0.12254     0.21225     0.00000   -0.019768705   -1.712461043   -1.692692339
     1      40     0.12935     0.22405     0.00000   -0.145138022   -1.860109000   -1.714970978
     1      40     0.13616     0.23584     0.00000   -0.264746878   -2.057009297   -1.792262420
     1      40     0.14297     0.24763     0.00000   -0.364539367   -2.169493206   -1.804953839
     1      40     0.14978     0.25942     0.00000   -0.456645278   -2.269672429   -1.813027151
     1      40     0.15658     0.27121     0.00000   -0.539578033   -2.355055534   -1.815477502
     1      40     0.16339     0.28300     0.00000   -0.612599702   -2.428185736   -1.815586033
     1      40     0.17020     0.29480     0.00000   -0.675743882   -2.491330639   -1.815586757
     1      40     0.17701     0.30659     0.00000   -0.729607434   -2.545237711   -1.815630277
     1      40     0.18382     0.31838     0.00000   -0.775058981   -2.592015394   -1.816956413
     1      40     0.19062     0.33017     0.00000   -0.813017080   -2.634555941   -1.821538861
     1      40     0.19743     0.34196     0.00000   -0.844344728   -2.673125063   -1.828780334
