 &plot nbnd=  60, nks=   128 /
            0.000000  0.000000  0.000000
  -73.925  -73.925  -45.302  -45.302  -35.576  -35.576  -35.430  -35.430  -14.824  -14.824
  -13.206  -13.206   -6.416   -6.416   -3.071   -3.071   -2.808   -2.808   -2.209   -2.209
   -1.815   -1.815   -1.599   -1.599   -0.118   -0.118    2.698    2.698    2.727    2.727
    3.010    3.010    3.019    3.019    4.858    4.858    5.342    5.342    5.471    5.471
    6.405    6.405    7.661    7.661    8.476    8.476    9.021    9.021   10.188   10.188
   10.484   10.484   11.195   11.195   11.898   11.898   12.567   12.567   12.606   12.606
            0.006796  0.011771  0.000000
  -73.925  -73.925  -45.302  -45.302  -35.576  -35.576  -35.431  -35.431  -14.821  -14.821
  -13.205  -13.205   -6.414   -6.414   -3.073   -3.072   -2.810   -2.810   -2.222   -2.222
   -1.811   -1.811   -1.598   -1.598   -0.119   -0.119    2.697    2.698    2.724    2.725
    3.005    3.005    3.018    3.018    4.866    4.866    5.345    5.345    5.477    5.477
    6.409    6.409    7.664    7.664    8.486    8.486    9.023    9.023   10.185   10.186
   10.481   10.482   11.197   11.197   11.907   11.907   12.554   12.555   12.598   12.599
            0.013592  0.023542  0.000000
  -73.925  -73.925  -45.302  -45.302  -35.576  -35.576  -35.432  -35.432  -14.814  -14.814
  -13.203  -13.203   -6.405   -6.405   -3.080   -3.079   -2.816   -2.814   -2.257   -2.256
   -1.804   -1.803   -1.595   -1.594   -0.122   -0.122    2.691    2.697    2.718    2.728
    2.991    2.993    3.016    3.016    4.889    4.889    5.353    5.353    5.497    5.497
    6.419    6.419    7.672    7.672    8.517    8.517    9.030    9.030   10.175   10.180
   10.474   10.479   11.203   11.203   11.934   11.934   12.504   12.507   12.588   12.591
            0.020388  0.035313  0.000000
  -73.925  -73.925  -45.303  -45.303  -35.577  -35.577  -35.434  -35.434  -14.803  -14.803
  -13.199  -13.199   -6.392   -6.392   -3.096   -3.091   -2.823   -2.819   -2.309   -2.306
   -1.800   -1.799   -1.586   -1.584   -0.128   -0.128    2.672    2.690    2.709    2.740
    2.969    2.973    3.011    3.019    4.926    4.926    5.367    5.367    5.531    5.531
    6.437    6.437    7.684    7.684    8.567    8.567    9.040    9.040   10.149   10.164
   10.472   10.487   11.211   11.211   11.975   11.975   12.419   12.423   12.583   12.588
            0.027184  0.047084  0.000000
  -73.925  -73.925  -45.303  -45.303  -35.577  -35.577  -35.436  -35.436  -14.787  -14.787
  -13.193  -13.193   -6.372   -6.372   -3.122   -3.113   -2.830   -2.821   -2.373   -2.367
   -1.807   -1.807   -1.572   -1.566   -0.136   -0.136    2.643    2.675    2.698    2.760
    2.943    2.946    3.004    3.029    4.974    4.975    5.386    5.386    5.579    5.579
    6.461    6.462    7.702    7.702    8.636    8.636    9.054    9.054   10.105   10.133
   10.483   10.512   11.222   11.222   12.024   12.026   12.311   12.314   12.578   12.585
            0.033980  0.058854  0.000000
  -73.925  -73.925  -45.304  -45.304  -35.577  -35.577  -35.440  -35.439  -14.767  -14.767
  -13.185  -13.185   -6.348   -6.348   -3.161   -3.146   -2.831   -2.817   -2.444   -2.434
   -1.828   -1.827   -1.551   -1.541   -0.147   -0.147    2.606    2.653    2.677    2.782
    2.916    2.916    2.998    3.050    5.030    5.031    5.411    5.411    5.642    5.643
    6.493    6.494    7.725    7.725    8.721    8.721    9.071    9.072   10.045   10.087
   10.513   10.557   11.235   11.235   12.063   12.074   12.198   12.205   12.574   12.581
            0.040776  0.070625  0.000000
  -73.925  -73.925  -45.305  -45.305  -35.578  -35.578  -35.444  -35.443  -14.742  -14.742
  -13.176  -13.176   -6.318   -6.318   -3.214   -3.192   -2.826   -2.806   -2.521   -2.505
   -1.863   -1.860   -1.526   -1.512   -0.161   -0.160    2.563    2.627    2.646    2.799
    2.885    2.895    2.995    3.084    5.091    5.093    5.441    5.441    5.721    5.722
    6.533    6.534    7.752    7.752    8.820    8.821    9.090    9.092    9.974   10.029
   10.560   10.617   11.245   11.245   12.010   12.030   12.170   12.187   12.569   12.576
            0.047571  0.082396  0.000000
  -73.924  -73.924  -45.306  -45.306  -35.579  -35.579  -35.448  -35.448  -14.714  -14.712
  -13.165  -13.165   -6.284   -6.283   -3.279   -3.251   -2.814   -2.792   -2.602   -2.575
   -1.910   -1.904   -1.501   -1.482   -0.178   -0.177    2.515    2.592    2.613    2.796
