Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
      0.93130      0.00000      0.00000      0.00000
      0.94130      0.00000      0.00000      0.00000
      0.95130      0.00000      0.00000      0.00000
      0.96130      0.00000      0.00000      0.00000
      0.97130      0.00000      0.00000      0.00000
      0.98130      0.00000      0.00000      0.00000
      0.99130      0.00000      0.00000      0.00000
      1.00130      0.00000      0.00000      0.00000
      1.01130      0.00000      0.00000      0.00000
      1.02130      0.00000      0.00000      0.00000
      1.03130      0.00000      0.00000      0.00000
      1.04130      0.00000      0.00000      0.00000
      1.05130      0.00000      0.00000      0.00000
      1.06130      0.00000      0.00000      0.00000
      1.07130      0.00000      0.00000      0.00000
      1.08130      0.00000      0.00000      0.00000
      1.09130      0.00000      0.00000      0.00000
      1.10130      0.00000      0.00000      0.00000
      1.11130      0.00000      0.00000      0.00000
      1.12130      0.00000      0.00000      0.00000
      1.13130      0.00000      0.00000      0.00000
      1.14130      0.00000      0.00000      0.00000
      1.15130      0.00000      0.00000      0.00000
      1.16130      0.00000      0.00000      0.00000
      1.17130      0.00000      0.00000      0.00000
      1.18130      0.00000      0.00000      0.00000
      1.19130      0.00000      0.00000      0.00000
      1.20130      0.00000      0.00000      0.00000
      1.21130      0.00000      0.00000      0.00000
      1.22130      0.00000      0.00000      0.00000
      1.23130      0.00000      0.00000      0.00000
      1.24130      0.00000      0.00000      0.00000
      1.25130      0.00000      0.00000      0.00000
      1.26130      0.00000      0.00000      0.00000
      1.27130      0.00000      0.00000      0.00000
      1.28130      0.00000      0.00000      0.00000
      1.29130      0.00000      0.00000      0.00000
      1.30130      0.00000      0.00000      0.00000
      1.31130      0.00000      0.00000      0.00000
      1.32130      0.00000      0.00000      0.00000
      1.33130      0.00000      0.00000      0.00000
      1.34130      0.00000      0.00000      0.00000
      1.35130      0.00000      0.00000      0.00000
      1.36130      0.00000      0.00000      0.00000
      1.37130      0.00000      0.00000      0.00000
      1.38130      0.00000      0.00000      0.00000
      1.39130      0.00000      0.00000      0.00000
      1.40130      0.00000      0.00000      0.00000
      1.41130      0.00000      0.00000      0.00000
      1.42130      0.00000      0.00000      0.00000
      1.43130      0.00000      0.00000      0.00000
      1.44130      0.00000      0.00000      0.00000
      1.45130      0.00000      0.00000      0.00000
      1.46130      0.00000      0.00000      0.00000
      1.47130      0.00000      0.00000      0.00000
      1.48130      0.00000      0.00000      0.00000
      1.49130      0.00000      0.00000      0.00000
      1.50130      0.00000      0.00000      0.00000
      1.51130      0.00000      0.00000      0.00000
      1.52130      0.00000      0.00000      0.00000
      1.53130      0.00000      0.00000      0.00000
      1.54130      0.00000      0.00000      0.00000
      1.55130      0.00000      0.00000      0.00000
      1.56130      0.00000      0.00000      0.00000
      1.57130      0.00000      0.00000      0.00000
      1.58130      0.00000      0.00000      0.00000
      1.59130      0.00000      0.00000      0.00000
      1.60130      0.00000      0.00000      0.00000
      1.61130      0.00000      0.00000      0.00000
      1.62130      0.00000      0.00000      0.00000
      1.63130      0.00000      0.00000      0.00000
      1.64130      0.00000      0.00000      0.00000
      1.65130      0.00000      0.00000      0.00000
      1.66130      0.00000      0.00000      0.00000
      1.67130      0.00000      0.00000      0.00000
      1.68130      0.00000      0.00000      0.00000
      1.69130      0.00000      0.00000      0.00000
      1.70130      0.00000      0.00000      0.00000
      1.71130      0.00000      0.00000      0.00000
      1.72130      0.00000      0.00000      0.00000
      1.73130      0.00000      0.00000      0.00000
      1.74130      0.00000      0.00000      0.00000
      1.75130      0.00000      0.00000      0.00000
      1.76130      0.00000      0.00000      0.00000
      1.77130      0.00000      0.00000      0.00000
      1.78130      0.00000      0.00000      0.00000
      1.79130      0.00000      0.00000      0.00000
      1.80130      0.00000      0.00000      0.00000
      1.81130      0.00000      0.00000      0.00000
      1.82130      0.00000      0.00000      0.00000
      1.83130      0.00000      0.00000      0.00000
      1.84130      0.00000      0.00000      0.00000
      1.85130      0.00000      0.00000      0.00000
      1.86130      0.00000      0.00000      0.00000
      1.87130      0.00000      0.00000      0.00000
      1.88130      0.00000      0.00000      0.00000
      1.89130      0.00000      0.00000      0.00000
      1.90130      0.00000      0.00000      0.00000
      1.91130      0.00000      0.00000      0.00000
      1.92130      0.00000      0.00000      0.00000
      1.93130      0.00000      0.00000      0.00000
      1.94130      0.00000      0.00000      0.00000
      1.95130      0.00000      0.00000      0.00000
      1.96130      0.00000      0.00000      0.00000
      1.97130      0.00000      0.00000      0.00000
      1.98130      0.00000      0.00000      0.00000
      1.99130      0.00000      0.00000      0.00000
      2.00130      0.00000      0.00000      0.00000
      2.01130      0.00000      0.00000      0.00000
      2.02130      0.00000      0.00000      0.00000
      2.03130      0.00000      0.00000      0.00000
      2.04130      0.00000      0.00000      0.00000
      2.05130      0.00000      0.00000      0.00000
      2.06130      0.00000      0.00000      0.00000
      2.07130      0.00001      0.00001      0.00000
      2.08130      0.00067      0.00059      0.00009
      2.09130      0.01207      0.01054      0.00153
      2.10130      0.08814      0.07694      0.01120
      2.11130      0.28494      0.24863      0.03631
      2.12130      0.44808      0.39068      0.05741
      2.13130      0.44335      0.38325      0.06009
      2.14130      0.57436      0.46250      0.11186
      2.15130      1.12865      0.79630      0.33235
      2.16130      1.87535      1.21247      0.66288
      2.17130      2.29825      1.43141      0.86684
      2.18130      2.68663      1.68239      1.00424
      2.19130      2.65761      1.64831      1.00930
      2.20130      2.58541      1.57333      1.01208
      2.21130      2.90842      1.79145      1.11697
      2.22130      3.00738      1.88416      1.12322
      2.23130      3.02387      1.89988      1.12400
      2.24130      2.70483      1.70565      0.99918
      2.25130      2.35541      1.49298      0.86244
      2.26130      2.92477      1.82982      1.09496
      2.27130      3.95091      2.44462      1.50629
      2.28130      4.34686      2.68118      1.66568
      2.29130      3.92777      2.43293      1.49485
      2.30130      3.50323      2.20613      1.29710
      2.31130      3.31287      2.14961      1.16326
      2.32130      3.30759      2.14418      1.16340
      2.33130      3.67356      2.32028      1.35328
      2.34130      4.70815      2.94763      1.76052
      2.35130      5.90082      3.63641      2.26441
      2.36130      6.54888      3.97473      2.57415
      2.37130      6.36970      3.91849      2.45121
      2.38130      5.23280      3.37870      1.85409
      2.39130      4.56614      3.07900      1.48714
      2.40130      4.94474      3.36922      1.57552
      2.41130      5.85231      4.03297      1.81934
      2.42130      5.54082      3.80662      1.73420
      2.43130      4.65872      3.14719      1.51153
      2.44130      4.57247      3.08343      1.48905
      2.45130      4.42303      3.03806      1.38497
      2.46130      4.22889      2.96765      1.26123
      2.47130      4.52042      3.15259      1.36783
      2.48130      4.76913      3.31512      1.45402
      2.49130      4.38522      3.13382      1.25140
      2.50130      4.89032      3.76588      1.12444
      2.51130      7.15645      5.79652      1.35993
      2.52130      8.37285      6.83445      1.53840
      2.53130      6.71870      5.48924      1.22946
      2.54130      4.45325      3.62670      0.82656
      2.55130      3.29389      2.57362      0.72027
      2.56130      3.12485      2.27373      0.85111
      2.57130      2.98547      2.01433      0.97114
      2.58130      2.50335      1.65998      0.84337
      2.59130      1.94221      1.32878      0.61343
      2.60130      1.70931      1.18881      0.52050
      2.61130      1.72968      1.19515      0.53453
      2.62130      1.76093      1.15286      0.60807
      2.63130      2.19328      1.39108      0.80220
      2.64130      2.80251      1.78855      1.01396
      2.65130      2.92061      1.83755      1.08306
      2.66130      2.74220      1.71847      1.02373
      2.67130      2.57367      1.68927      0.88440
      2.68130      2.85141      1.94142      0.90998
      2.69130      3.35918      2.24020      1.11898
      2.70130      3.60092      2.39487      1.20605
      2.71130      4.28913      2.93454      1.35459
      2.72130      5.32677      3.62093      1.70584
      2.73130      6.18960      4.11589      2.07371
      2.74130      6.90514      4.62888      2.27626
      2.75130      6.74994      4.62792      2.12202
      2.76130      5.63790      3.94912      1.68878
      2.77130      5.48946      3.89774      1.59172
      2.78130      6.00258      4.23708      1.76550
      2.79130      5.98917      4.21045      1.77872
      2.80130      5.25770      3.77022      1.48748
      2.81130      4.57452      3.32436      1.25016
      2.82130      5.14749      3.59626      1.55124
      2.83130      5.92950      4.07032      1.85918
      2.84130      6.03308      4.29210      1.74098
      2.85130      5.74044      4.19885      1.54159
      2.86130      5.70310      4.06848      1.63462
      2.87130      6.25570      4.28421      1.97149
      2.88130      6.21397      4.20651      2.00746
      2.89130      5.62480      3.87767      1.74713
      2.90130      5.58431      3.88994      1.69436
      2.91130      5.19864      3.48992      1.70872
      2.92130      4.42924      2.79512      1.63412
      2.93130      4.05644      2.50638      1.55007
      2.94130      3.93955      2.42981      1.50974
      2.95130      3.99589      2.48172      1.51416
      2.96130      4.30346      2.74512      1.55834
      2.97130      5.17030      3.21680      1.95350
      2.98130      5.54035      3.25834      2.28201
      2.99130      4.99598      2.99366      2.00232
      3.00130      4.86613      3.07942      1.78671
      3.01130      4.33208      2.82996      1.50213
      3.02130      3.51008      2.28364      1.22644
      3.03130      3.27980      1.93917      1.34062
      3.04130      3.53107      2.02691      1.50416
      3.05130      3.22286      1.99762      1.22524
      3.06130      2.83996      1.81713      1.02283
      3.07130      2.79506      1.61341      1.18165
      3.08130      2.97957      1.57003      1.40954
      3.09130      3.06330      1.60573      1.45757
      3.10130      2.81377      1.57815      1.23562
      3.11130      2.41045      1.47576      0.93469
      3.12130      2.40652      1.46058      0.94595
      3.13130      3.10122      1.82333      1.27789
      3.14130      3.57821      2.15119      1.42702
      3.15130      3.15297      1.89448      1.25849
      3.16130      2.70601      1.59565      1.11036
      3.17130      2.58079      1.60386      0.97693
      3.18130      2.35722      1.47043      0.88680
      3.19130      2.60230      1.41341      1.18890
      3.20130      3.72854      1.88427      1.84428
      3.21130      3.59645      1.83722      1.75923
      3.22130      2.06895      1.06034      1.00861
      3.23130      1.43455      0.73620      0.69834
      3.24130      1.97499      1.09417      0.88081
      3.25130      2.71538      1.55053      1.16485
      3.26130      3.30165      1.83729      1.46436
      3.27130      3.86679      2.08759      1.77920
      3.28130      3.89425      2.08720      1.80705
      3.29130      4.04716      2.18752      1.85965
      3.30130      4.86329      2.62094      2.24235
      3.31130      5.03482      2.62308      2.41174
      3.32130      4.50721      2.28370      2.22351
      3.33130      4.25432      2.24614      2.00818
      3.34130      3.98470      2.21199      1.77271
      3.35130      3.09698      1.73739      1.35959
      3.36130      2.58279      1.38847      1.19433
      3.37130      2.85087      1.46959      1.38128
      3.38130      3.57719      1.82093      1.75627
      3.39130      4.23526      2.09962      2.13564
      3.40130      3.88760      1.86487      2.02273
      3.41130      2.86415      1.39202      1.47212
      3.42130      2.22555      1.13561      1.08993
      3.43130      2.32104      1.18876      1.13228
      3.44130      2.81156      1.38694      1.42462
      3.45130      3.62999      1.78717      1.84281
      3.46130      4.07013      2.13424      1.93589
      3.47130      3.58873      1.99748      1.59125
      3.48130      2.18009      1.18442      0.99567
      3.49130      1.77664      0.80951      0.96713
      3.50130      2.34939      1.08296      1.26643
      3.51130      2.21650      1.11783      1.09867
      3.52130      1.85437      0.98838      0.86600
      3.53130      1.93658      1.01622      0.92036
      3.54130      2.02196      1.07129      0.95067
      3.55130      1.84792      1.00057      0.84735
      3.56130      1.68064      0.92741      0.75323
      3.57130      1.65407      0.91038      0.74369
      3.58130      1.63854      0.84977      0.78876
      3.59130      1.72142      0.82644      0.89498
      3.60130      1.79701      0.84147      0.95554
      3.61130      1.52167      0.72735      0.79432
      3.62130      1.15417      0.57220      0.58197
      3.63130      1.24420      0.61813      0.62607
      3.64130      1.75760      0.88817      0.86942
      3.65130      2.00649      1.03463      0.97186
      3.66130      1.74787      0.87645      0.87142
      3.67130      1.58133      0.76886      0.81247
      3.68130      1.50318      0.75103      0.75215
      3.69130      1.24279      0.62655      0.61625
      3.70130      1.05638      0.49207      0.56431
      3.71130      0.91432      0.39658      0.51773
      3.72130      1.18814      0.54501      0.64313
      3.73130      1.87242      0.90301      0.96941
      3.74130      1.81781      0.91128      0.90653
      3.75130      1.38849      0.70179      0.68670
      3.76130      1.36078      0.65641      0.70437
      3.77130      1.28735      0.61292      0.67442
      3.78130      1.03736      0.50384      0.53352
      3.79130      1.04096      0.50607      0.53489
      3.80130      1.39937      0.70418      0.69519
      3.81130      1.91840      1.00417      0.91423
      3.82130      2.01555      1.02679      0.98877
      3.83130      1.51999      0.71306      0.80692
      3.84130      1.02858      0.44831      0.58027
      3.85130      1.09133      0.48984      0.60149
      3.86130      1.62964      0.75547      0.87416
      3.87130      1.72214      0.81505      0.90709
      3.88130      1.42146      0.68908      0.73238
      3.89130      1.36655      0.65919      0.70736
      3.90130      1.22688      0.58233      0.64456
      3.91130      1.30460      0.62650      0.67810
      3.92130      1.56155      0.74766      0.81389
      3.93130      1.31345      0.61344      0.70001
      3.94130      1.06288      0.50034      0.56254
      3.95130      1.26860      0.61400      0.65460
      3.96130      1.44267      0.71217      0.73050
      3.97130      1.28561      0.64493      0.64069
      3.98130      1.32623      0.64806      0.67816
      3.99130      1.46396      0.67219      0.79177
      4.00130      1.21617      0.54734      0.66882
      4.01130      1.08211      0.49946      0.58265
      4.02130      1.45084      0.69100      0.75985
      4.03130      1.62319      0.79705      0.82615
      4.04130      1.31703      0.64815      0.66888
      4.05130      1.24693      0.59575      0.65118
      4.06130      1.54442      0.73507      0.80935
      4.07130      1.94596      0.93611      1.00985
      4.08130      2.11392      1.02638      1.08754
      4.09130      1.76108      0.84654      0.91454
      4.10130      1.66075      0.78244      0.87830
      4.11130      1.86297      0.89815      0.96481
      4.12130      1.78102      0.87984      0.90118
      4.13130      1.61859      0.78996      0.82863
      4.14130      1.92191      0.92684      0.99507
      4.15130      2.04958      1.00129      1.04828
      4.16130      2.06073      1.00885      1.05188
      4.17130      1.81987      0.89478      0.92509
      4.18130      1.38010      0.69792      0.68218
      4.19130      1.29774      0.64809      0.64964
      4.20130      1.75124      0.83618      0.91506
      4.21130      2.15081      1.00047      1.15034
      4.22130      1.55713      0.71077      0.84636
      4.23130      0.89485      0.39743      0.49742
      4.24130      1.09651      0.48348      0.61303
      4.25130      1.50789      0.66633      0.84157
      4.26130      1.22581      0.53891      0.68690
      4.27130      0.66854      0.29088      0.37766
      4.28130      0.23099      0.09989      0.13110
      4.29130      0.07733      0.03412      0.04321
      4.30130      0.36764      0.16540      0.20225
      4.31130      1.33410      0.60012      0.73398
      4.32130      2.21625      0.99466      1.22158
      4.33130      2.17510      0.97403      1.20108
      4.34130      1.95854      0.88058      1.07797
      4.35130      1.74429      0.78960      0.95469
      4.36130      1.40651      0.64353      0.76298
      4.37130      1.41168      0.66082      0.75087
      4.38130      1.72169      0.82070      0.90098
      4.39130      2.23458      1.05852      1.17606
      4.40130      3.16519      1.47825      1.68694
      4.41130      3.79102      1.76227      2.02874
      4.42130      3.50538      1.62740      1.87798
      4.43130      2.91771      1.35833      1.55938
      4.44130      2.43865      1.14862      1.29003
      4.45130      2.25164      1.06360      1.18805
      4.46130      2.76870      1.29875      1.46994
      4.47130      4.50190      2.10706      2.39484
      4.48130      6.71576      3.16477      3.55099
      4.49130      7.18070      3.40847      3.77222
      4.50130      6.50359      3.08065      3.42294
      4.51130      6.22240      2.92440      3.29800
      4.52130      6.47197      3.04311      3.42886
      4.53130      6.48056      3.06874      3.41182
      4.54130      5.51730      2.63331      2.88399
      4.55130      5.11515      2.45527      2.65988
      4.56130      4.99374      2.41910      2.57464
      4.57130      4.03654      2.00181      2.03473
      4.58130      3.52340      1.80860      1.71480
      4.59130      3.38419      1.77976      1.60443
      4.60130      2.59542      1.37374      1.22168
      4.61130      1.60848      0.84660      0.76188
      4.62130      1.39986      0.73768      0.66218
      4.63130      1.66048      0.88001      0.78046
      4.64130      1.54195      0.82357      0.71839
      4.65130      1.41535      0.76366      0.65169
      4.66130      1.68489      0.91422      0.77067
      4.67130      2.16870      1.18050      0.98820
      4.68130      2.21782      1.21198      1.00583
      4.69130      1.89585      1.04452      0.85133
      4.70130      1.51383      0.84046      0.67337
      4.71130      1.09738      0.61035      0.48703
      4.72130      1.15205      0.64071      0.51134
      4.73130      1.14537      0.63811      0.50726
      4.74130      0.86403      0.48386      0.38017
      4.75130      0.95372      0.53744      0.41629
      4.76130      1.12262      0.63486      0.48776
      4.77130      1.30534      0.74030      0.56503
      4.78130      1.38776      0.78894      0.59882
      4.79130      1.23361      0.70346      0.53015
      4.80130      0.95703      0.54719      0.40984
      4.81130      0.78233      0.44819      0.33414
      4.82130      0.71225      0.40925      0.30300
      4.83130      0.89245      0.51475      0.37770
      4.84130      1.23227      0.71255      0.51972
      4.85130      1.22233      0.70836      0.51397
      4.86130      0.91549      0.53197      0.38352
      4.87130      0.83493      0.48687      0.34806
      4.88130      1.11510      0.65248      0.46262
      4.89130      1.29847      0.76166      0.53681
      4.90130      1.04933      0.61674      0.43259
      4.91130      0.61647      0.36293      0.25354
      4.92130      0.25195      0.14847      0.10348
      4.93130      0.05335      0.03145      0.02190
      4.94130      0.00467      0.00276      0.00192
      4.95130      0.00016      0.00009      0.00006
      4.96130      0.00000      0.00000      0.00000
      4.97130      0.00000      0.00000      0.00000
      4.98130      0.00000      0.00000      0.00000
      4.99130      0.00000      0.00000      0.00000
      5.00130      0.00000      0.00000      0.00000
      5.01130      0.00000      0.00000      0.00000
      5.02130      0.00000      0.00000      0.00000
      5.03130      0.00000      0.00000      0.00000
      5.04130      0.00000      0.00000      0.00000
      5.05130      0.00000      0.00000      0.00000
      5.06130      0.00000      0.00000      0.00000
      5.07130      0.00000      0.00000      0.00000
      5.08130      0.00000      0.00000      0.00000
      5.09130      0.00000      0.00000      0.00000
      5.10130      0.00000      0.00000      0.00000
      5.11130      0.00000      0.00000      0.00000
      5.12130      0.00000      0.00000      0.00000
      5.13130      0.00000      0.00000      0.00000
      5.14130      0.00000      0.00000      0.00000
      5.15130      0.00000      0.00000      0.00000
      5.16130      0.00000      0.00000      0.00000
      5.17130      0.00000      0.00000      0.00000
      5.18130      0.00000      0.00000      0.00000
      5.19130      0.00000      0.00000      0.00000
      5.20130      0.00000      0.00000      0.00000
      5.21130      0.00000      0.00000      0.00000
      5.22130      0.00000      0.00000      0.00000
      5.23130      0.00000      0.00000      0.00000
      5.24130      0.00000      0.00000      0.00000
      5.25130      0.00000      0.00000      0.00000
      5.26130      0.00000      0.00000      0.00000
      5.27130      0.00000      0.00000      0.00000
      5.28130      0.00000      0.00000      0.00000
      5.29130      0.00000      0.00000      0.00000
      5.30130      0.00000      0.00000      0.00000
      5.31130      0.00000      0.00000      0.00000
      5.32130      0.00000      0.00000      0.00000
      5.33130      0.00000      0.00000      0.00000
      5.34130      0.00000      0.00000      0.00000
      5.35130      0.00000      0.00000      0.00000
      5.36130      0.00000      0.00000      0.00000
      5.37130      0.00000      0.00000      0.00000
      5.38130      0.00000      0.00000      0.00000
      5.39130      0.00000      0.00000      0.00000
      5.40130      0.00000      0.00000      0.00000
      5.41130      0.00000      0.00000      0.00000
      5.42130      0.00000      0.00000      0.00000
      5.43130      0.00000      0.00000      0.00000
      5.44130      0.00000      0.00000      0.00000
      5.45130      0.00000      0.00000      0.00000
      5.46130      0.00000      0.00000      0.00000
      5.47130      0.00000      0.00000      0.00000
      5.48130      0.00000      0.00000      0.00000
      5.49130      0.00000      0.00000      0.00000
      5.50130      0.00000      0.00000      0.00000
      5.51130      0.00000      0.00000      0.00000
      5.52130      0.00000      0.00000      0.00000
      5.53130      0.00000      0.00000      0.00000
      5.54130      0.00000      0.00000      0.00000
      5.55130      0.00000      0.00000      0.00000
      5.56130      0.00000      0.00000      0.00000
      5.57130      0.00000      0.00000      0.00000
      5.58130      0.00000      0.00000      0.00000
      5.59130      0.00000      0.00000      0.00000
      5.60130      0.00000      0.00000      0.00000
      5.61130      0.00000      0.00000      0.00000
      5.62130      0.00000      0.00000      0.00000
      5.63130      0.00000      0.00000      0.00000
      5.64130      0.00000      0.00000      0.00000
      5.65130      0.00000      0.00000      0.00000
      5.66130      0.00000      0.00000      0.00000
      5.67130      0.00000      0.00000      0.00000
      5.68130      0.00000      0.00000      0.00000
      5.69130      0.00000      0.00000      0.00000
      5.70130      0.00000      0.00000      0.00000
      5.71130      0.00000      0.00000      0.00000
      5.72130      0.00000      0.00000      0.00000
      5.73130      0.00000      0.00000      0.00000
      5.74130      0.00000      0.00000      0.00000
      5.75130      0.00000      0.00000      0.00000
      5.76130      0.00000      0.00000      0.00000
      5.77130      0.00000      0.00000      0.00000
      5.78130      0.00000      0.00000      0.00000
      5.79130      0.00000      0.00000      0.00000
      5.80130      0.00000      0.00000      0.00000
      5.81130      0.00000      0.00000      0.00000
      5.82130      0.00000      0.00000      0.00000
      5.83130      0.00000      0.00000      0.00000
      5.84130      0.00000      0.00000      0.00000
      5.85130      0.00000      0.00000      0.00000
      5.86130      0.00000      0.00000      0.00000
      5.87130      0.00000      0.00000      0.00000
      5.88130      0.00000      0.00000      0.00000
      5.89130      0.00000      0.00000      0.00000
      5.90130      0.00000      0.00000      0.00000
      5.91130      0.00000      0.00000      0.00000
      5.92130      0.00000      0.00000      0.00000
      5.93130      0.00000      0.00000      0.00000
      5.94130      0.00000      0.00000      0.00000
      5.95130      0.00000      0.00000      0.00000
      5.96130      0.00000      0.00000      0.00000
      5.97130      0.00000      0.00000      0.00000
      5.98130      0.00000      0.00000      0.00000
      5.99130      0.00000      0.00000      0.00000
      6.00130      0.00000      0.00000      0.00000
      6.01130      0.00000      0.00000      0.00000
      6.02130      0.00000      0.00000      0.00000
      6.03130      0.00000      0.00000      0.00000
      6.04130      0.00000      0.00000      0.00000
      6.05130      0.00017      0.00027      0.00000
      6.06130      0.00414      0.00661      0.00000
      6.07130      0.03710      0.05929      0.00000
      6.08130      0.12247      0.19570      0.00000
      6.09130      0.14878      0.23773      0.00000
      6.10130      0.06840      0.10929      0.00000
      6.11130      0.03389      0.05404      0.00000
      6.12130      0.09927      0.15813      0.00000
      6.13130      0.15571      0.24803      0.00000
      6.14130      0.09043      0.14406      0.00000
      6.15130      0.01932      0.03078      0.00000
      6.16130      0.00152      0.00242      0.00000
      6.17130      0.00026      0.00041      0.00000
      6.18130      0.00594      0.00941      0.00000
      6.19130      0.06008      0.09525      0.00000
      6.20130      0.22368      0.35460      0.00000
      6.21130      0.30681      0.48637      0.00000
      6.22130      0.16280      0.25805      0.00000
      6.23130      0.08593      0.13595      0.00004
      6.24130      0.14802      0.23108      0.00131
      6.25130      0.17004      0.23037      0.01620
      6.26130      0.22366      0.17435      0.07518
      6.27130      0.32927      0.19671      0.13577
      6.28130      0.30755      0.17884      0.12887
      6.29130      0.32999      0.19259      0.13800
      6.30130      0.29247      0.18821      0.11495
      6.31130      0.22908      0.25344      0.04542
      6.32130      0.43606      0.54263      0.06108
      6.33130      0.79354      0.71689      0.22489
      6.34130      1.02656      0.67988      0.39492
      6.35130      0.87842      0.52082      0.36337
      6.36130      0.49013      0.28572      0.20467
      6.37130      0.24524      0.14276      0.10249
      6.38130      0.30234      0.17601      0.12640
      6.39130      0.35185      0.20893      0.14540
      6.40130      0.46456      0.31855      0.17397
      6.41130      0.76296      0.64498      0.23419
      6.42130      0.85023      0.80324      0.22506
      6.43130      0.66885      0.56947      0.20311
      6.44130      0.62130      0.45700      0.21894
      6.45130      0.76980      0.67011      0.22754
      6.46130      0.76606      0.74986      0.19139
      6.47130      0.47196      0.43878      0.12762
      6.48130      0.31308      0.26857      0.09394
      6.49130      0.64268      0.53354      0.20018
      6.50130      0.92704      0.75505      0.29502
      6.51130      0.82752      0.68120      0.26032
      6.52130      0.70563      0.52375      0.24599
      6.53130      0.84915      0.54914      0.33013
      6.54130      1.04556      0.71884      0.38825
      6.55130      0.86934      0.66345      0.29484
      6.56130      0.47587      0.38930      0.15033
      6.57130      0.25285      0.27439      0.05148
      6.58130      0.31645      0.33716      0.06706
      6.59130      0.53466      0.38920      0.18917
      6.60130      0.69975      0.42479      0.28306
      6.61130      0.75219      0.44501      0.30903
      6.62130      0.73586      0.46062      0.29160
      6.63130      0.64056      0.51616      0.20523
      6.64130      0.84295      0.77468      0.22975
      6.65130      0.88926      0.75215      0.26971
      6.66130      0.51310      0.37901      0.17870
      6.67130      0.15686      0.10714      0.05829
      6.68130      0.08517      0.09794      0.01491
      6.69130      0.32361      0.39331      0.04768
      6.70130      0.72753      0.83196      0.12908
      6.71130      0.98092      1.03634      0.20975
      6.72130      1.28144      1.06017      0.39724
      6.73130      1.55557      1.01366      0.59715
      6.74130      1.36463      0.81760      0.55404
      6.75130      1.04884      0.61991      0.42928
      6.76130      0.65623      0.38767      0.26860
      6.77130      0.34759      0.20735      0.14134
      6.78130      0.56581      0.35796      0.22094
      6.79130      0.93858      0.66119      0.33743
      6.80130      0.83520      0.70433      0.25117
      6.81130      0.52147      0.54607      0.11234
      6.82130      0.52588      0.53593      0.12010
      6.83130      0.66567      0.68774      0.14829
      6.84130      0.70816      0.74223      0.15301
      6.85130      0.66725      0.63453      0.17110
      6.86130      0.59910      0.51945      0.17448
      6.87130      0.50375      0.36517      0.17675
      6.88130      0.61123      0.37310      0.24432
      6.89130      0.92117      0.54669      0.37486
      6.90130      0.95178      0.56526      0.38654
      6.91130      0.57223      0.34121      0.23103
      6.92130      0.35965      0.21625      0.14340
      6.93130      0.45028      0.27105      0.17923
      6.94130      0.59023      0.35429      0.23594
      6.95130      0.80238      0.48009      0.32229
      6.96130      1.14303      0.68159      0.46145
      6.97130      1.39715      0.83171      0.56572
      6.98130      0.97271      0.58804      0.39005
      6.99130      0.70264      0.49142      0.25212
      7.00130      1.17063      0.95677      0.36115
      7.01130      1.40003      1.35252      0.34539
      7.02130      1.15392      1.27062      0.22022
      7.03130      0.71683      0.77330      0.14411
      7.04130      0.62351      0.55074      0.17657
      7.05130      1.14582      1.02140      0.31984
      7.06130      1.43011      1.47664      0.31424
      7.07130      1.13263      1.34691      0.17351
      7.08130      0.80003      0.88549      0.14851
      7.09130      0.62713      0.49844      0.19824
      7.10130      0.80566      0.49953      0.31516
