Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
      1.33000      0.00000      0.00000      0.00000
      1.34000      0.00000      0.00000      0.00000
      1.35000      0.00000      0.00000      0.00000
      1.36000      0.00000      0.00000      0.00000
      1.37000      0.00000      0.00000      0.00000
      1.38000      0.00000      0.00000      0.00000
      1.39000      0.00000      0.00000      0.00000
      1.40000      0.00000      0.00000      0.00000
      1.41000      0.00000      0.00000      0.00000
      1.42000      0.00009      0.00008      0.00001
      1.43000      0.00254      0.00222      0.00032
      1.44000      0.02762      0.02412      0.00350
      1.45000      0.11856      0.10353      0.01503
      1.46000      0.25046      0.21858      0.03187
      1.47000      0.38999      0.34006      0.04993
      1.48000      0.49131      0.42814      0.06317
      1.49000      0.49370      0.42989      0.06381
      1.50000      0.47484      0.41288      0.06196
      1.51000      0.46239      0.40169      0.06071
      1.52000      0.34445      0.29900      0.04546
      1.53000      0.33348      0.28836      0.04512
      1.54000      0.57074      0.49276      0.07799
      1.55000      0.76778      0.66337      0.10441
      1.56000      0.69458      0.60039      0.09419
      1.57000      0.54748      0.47241      0.07507
      1.58000      0.45389      0.39031      0.06358
      1.59000      0.46554      0.39947      0.06608
      1.60000      0.64945      0.55621      0.09324
      1.61000      0.58129      0.47924      0.10205
      1.62000      0.67760      0.46659      0.21100
      1.63000      1.63284      1.08590      0.54693
      1.64000      2.73324      1.82797      0.90527
      1.65000      3.05782      2.01324      1.04458
      1.66000      2.86731      1.83311      1.03421
      1.67000      2.76151      1.71728      1.04423
      1.68000      2.67378      1.70357      0.97021
      1.69000      2.75376      1.75097      1.00280
      1.70000      3.02764      1.86889      1.15875
      1.71000      3.02765      1.88443      1.14322
      1.72000      2.99203      1.90710      1.08494
      1.73000      3.40893      2.22205      1.18687
      1.74000      4.07285      2.65183      1.42102
      1.75000      4.19695      2.69678      1.50017
      1.76000      3.62484      2.36259      1.26225
      1.77000      3.34348      2.20503      1.13845
      1.78000      4.04716      2.59154      1.45562
      1.79000      4.56218      2.87286      1.68932
      1.80000      4.66956      2.97176      1.69780
      1.81000      5.20182      3.37042      1.83139
      1.82000      5.84998      3.82201      2.02797
      1.83000      6.30269      4.11343      2.18926
      1.84000      7.23399      4.69010      2.54389
      1.85000      7.91201      5.21616      2.69586
      1.86000      8.01520      5.45307      2.56213
      1.87000      8.61391      6.07714      2.53677
      1.88000     11.10165      8.29429      2.80737
      1.89000     14.73917     11.44463      3.29454
      1.90000     14.18223     11.12770      3.05453
      1.91000      8.03508      6.29110      1.74397
      1.92000      3.19772      2.36007      0.83765
      1.93000      1.87658      1.21493      0.66165
      1.94000      1.36639      0.82059      0.54580
      1.95000      1.05344      0.56830      0.48514
      1.96000      0.80365      0.39526      0.40839
      1.97000      0.57520      0.27364      0.30156
      1.98000      0.45182      0.22161      0.23021
      1.99000      0.69958      0.38385      0.31573
      2.00000      1.34016      0.78498      0.55518
      2.01000      1.76531      1.02060      0.74471
      2.02000      1.67895      0.94184      0.73710
      2.03000      1.56661      0.91128      0.65533
      2.04000      1.20954      0.74285      0.46669
      2.05000      1.17535      0.73403      0.44131
      2.06000      2.01143      1.28765      0.72379
      2.07000      2.58575      1.69819      0.88757
      2.08000      2.41390      1.59921      0.81468
      2.09000      2.40139      1.56085      0.84053
      2.10000      2.64605      1.72069      0.92536
      2.11000      3.09512      2.07378      1.02134
      2.12000      3.60109      2.44585      1.15523
      2.13000      3.89422      2.70124      1.19298
      2.14000      4.45307      3.16706      1.28601
      2.15000      5.45715      3.84846      1.60870
      2.16000      6.83889      4.81600      2.02289
      2.17000      8.97300      6.32376      2.64923
      2.18000     10.66454      7.48185      3.18269
      2.19000     10.41765      7.37787      3.03979
      2.20000      8.76618      6.27672      2.48946
      2.21000      6.86538      4.92083      1.94455
      2.22000      5.85081      4.15774      1.69307
      2.23000      5.48379      3.80362      1.68017
      2.24000      5.16685      3.49999      1.66686
      2.25000      4.96274      3.29990      1.66284
      2.26000      5.75825      3.82456      1.93368
      2.27000      6.78123      4.56994      2.21128
      2.28000      6.91137      4.67937      2.23201
      2.29000      6.61570      4.56535      2.05035
      2.30000      6.29742      4.43150      1.86592
      2.31000      5.66902      3.86922      1.79981
      2.32000      4.79640      3.07202      1.72438
      2.33000      3.73607      2.38859      1.34747
      2.34000      3.39583      2.21598      1.17985
      2.35000      4.50254      2.83708      1.66545
      2.36000      6.05587      3.68797      2.36790
      2.37000      6.22961      3.74309      2.48652
      2.38000      4.43198      2.68953      1.74245
      2.39000      2.62171      1.64508      0.97664
      2.40000      1.95840      1.23997      0.71842
      2.41000      2.45730      1.53101      0.92629
      2.42000      3.51329      2.19301      1.32028
      2.43000      3.70651      2.32615      1.38036
      2.44000      2.92432      1.84560      1.07873
      2.45000      2.61884      1.67717      0.94167
      2.46000      2.74998      1.73313      1.01686
      2.47000      2.88852      1.73044      1.15807
      2.48000      3.35290      1.95177      1.40113
      2.49000      4.43819      2.51237      1.92582
      2.50000      4.67145      2.63879      2.03266
      2.51000      3.16145      1.80004      1.36140
      2.52000      2.12839      1.23817      0.89022
      2.53000      1.96349      1.21345      0.75004
      2.54000      2.17634      1.32967      0.84667
      2.55000      2.55770      1.44548      1.11221
      2.56000      2.76318      1.51942      1.24377
      2.57000      2.76323      1.55831      1.20493
      2.58000      3.17370      1.83530      1.33840
      2.59000      3.15117      1.82318      1.32799
      2.60000      2.86872      1.59467      1.27405
      2.61000      3.10028      1.61894      1.48134
      2.62000      3.75309      1.89204      1.86105
      2.63000      4.37553      2.29383      2.08170
      2.64000      4.04066      2.28750      1.75316
      2.65000      4.14388      2.34876      1.79512
      2.66000      5.97475      3.24700      2.72776
      2.67000      6.51663      3.51077      3.00587
      2.68000      4.68621      2.46624      2.21997
      2.69000      3.50352      1.78187      1.72165
      2.70000      2.92716      1.53052      1.39664
      2.71000      2.44943      1.35129      1.09813
      2.72000      2.85674      1.57251      1.28423
      2.73000      3.51779      1.87279      1.64499
      2.74000      3.80654      1.87935      1.92718
      2.75000      3.81569      1.82866      1.98704
      2.76000      3.16692      1.61499      1.55193
      2.77000      2.52927      1.34562      1.18365
      2.78000      2.30884      1.20525      1.10358
      2.79000      2.32585      1.22095      1.10490
      2.80000      2.58030      1.41932      1.16099
      2.81000      2.97951      1.65532      1.32419
      2.82000      2.69853      1.47002      1.22851
      2.83000      2.53954      1.35639      1.18315
      2.84000      3.16701      1.62366      1.54335
      2.85000      3.85385      1.90294      1.95091
      2.86000      3.70895      1.79160      1.91735
      2.87000      2.76563      1.36195      1.40369
      2.88000      1.74577      0.90582      0.83995
      2.89000      1.63018      0.82033      0.80986
      2.90000      1.94756      0.94746      1.00010
      2.91000      1.85908      0.91586      0.94322
      2.92000      1.97301      0.96670      1.00631
      2.93000      2.85230      1.41802      1.43428
      2.94000      3.58563      1.81341      1.77222
      2.95000      3.05474      1.51649      1.53824
      2.96000      1.89922      0.90491      0.99431
      2.97000      1.35915      0.64019      0.71896
      2.98000      1.62805      0.78639      0.84166
      2.99000      1.95419      0.98030      0.97389
      3.00000      1.99703      0.99737      0.99966
      3.01000      2.45278      1.18971      1.26307
      3.02000      3.25945      1.60020      1.65924
      3.03000      3.85806      1.92609      1.93197
      3.04000      3.26605      1.61695      1.64910
      3.05000      1.60348      0.77633      0.82716
      3.06000      0.70049      0.31742      0.38306
      3.07000      0.66090      0.29148      0.36942
      3.08000      0.82902      0.40009      0.42893
      3.09000      1.10813      0.54536      0.56276
      3.10000      1.21300      0.58730      0.62570
      3.11000      1.05935      0.52298      0.53637
      3.12000      1.35778      0.67300      0.68478
      3.13000      1.83242      0.87272      0.95970
      3.14000      1.71570      0.79477      0.92093
      3.15000      1.21182      0.55813      0.65369
      3.16000      0.95209      0.45146      0.50063
      3.17000      0.97608      0.48537      0.49071
      3.18000      1.24798      0.61584      0.63214
      3.19000      1.70138      0.82709      0.87429
      3.20000      1.83677      0.91766      0.91911
      3.21000      1.66543      0.85242      0.81300
      3.22000      1.30844      0.64426      0.66419
      3.23000      1.02978      0.48973      0.54004
      3.24000      1.10454      0.53829      0.56625
      3.25000      1.53512      0.71944      0.81569
      3.26000      1.58844      0.70590      0.88254
      3.27000      1.20574      0.53635      0.66940
      3.28000      1.15685      0.55485      0.60200
      3.29000      1.13328      0.55745      0.57582
      3.30000      0.86230      0.42235      0.43996
      3.31000      1.09128      0.52926      0.56202
      3.32000      1.53022      0.71867      0.81155
      3.33000      1.38760      0.65130      0.73630
      3.34000      1.07221      0.53030      0.54191
      3.35000      1.25082      0.63171      0.61911
      3.36000      1.59362      0.80617      0.78745
      3.37000      1.58971      0.80244      0.78727
      3.38000      1.54995      0.73034      0.81961
      3.39000      1.60067      0.69872      0.90195
      3.40000      1.39820      0.61612      0.78207
      3.41000      1.30733      0.61483      0.69251
      3.42000      1.36301      0.66705      0.69596
      3.43000      1.40917      0.70606      0.70311
      3.44000      1.38810      0.68322      0.70488
      3.45000      1.45199      0.67782      0.77417
      3.46000      1.39117      0.65156      0.73961
      3.47000      1.34889      0.66963      0.67926
      3.48000      1.44070      0.72773      0.71297
      3.49000      1.33744      0.67875      0.65869
      3.50000      1.31709      0.66015      0.65695
      3.51000      1.97088      0.92743      1.04345
      3.52000      2.75031      1.27827      1.47204
      3.53000      2.53803      1.21820      1.31983
      3.54000      2.01722      1.00525      1.01197
      3.55000      1.62180      0.82688      0.79492
      3.56000      1.35640      0.68872      0.66768
      3.57000      1.73806      0.85281      0.88525
      3.58000      1.87585      0.90238      0.97347
      3.59000      1.08689      0.50972      0.57717
      3.60000      0.49366      0.21898      0.27468
      3.61000      0.28096      0.12104      0.15992
      3.62000      0.61165      0.26668      0.34497
      3.63000      1.68500      0.73665      0.94835
      3.64000      2.12450      0.92908      1.19543
      3.65000      1.28632      0.56105      0.72527
      3.66000      0.51866      0.22472      0.29394
      3.67000      0.44913      0.19535      0.25378
      3.68000      0.85334      0.37500      0.47834
      3.69000      1.15993      0.51238      0.64755
      3.70000      0.95074      0.41984      0.53090
      3.71000      0.52695      0.23215      0.29479
      3.72000      0.77353      0.34267      0.43086
      3.73000      1.75705      0.78189      0.97516
      3.74000      2.31906      1.03835      1.28071
      3.75000      1.96165      0.88351      1.07814
      3.76000      1.44279      0.64871      0.79408
      3.77000      1.55186      0.70205      0.84981
      3.78000      2.10578      0.97072      1.13507
      3.79000      2.31282      1.07779      1.23503
      3.80000      2.27093      1.05313      1.21779
      3.81000      2.76474      1.26952      1.49522
      3.82000      3.17165      1.46355      1.70810
      3.83000      3.33447      1.55504      1.77944
      3.84000      3.33750      1.56295      1.77455
      3.85000      3.11673      1.45784      1.65889
      3.86000      3.60150      1.68563      1.91587
      3.87000      4.32228      2.03384      2.28844
      3.88000      5.34773      2.52793      2.81980
      3.89000      7.07193      3.33920      3.73273
      3.90000      8.31123      3.91791      4.39332
      3.91000      7.77575      3.66760      4.10815
      3.92000      6.15454      2.92853      3.22601
      3.93000      5.14913      2.48480      2.66433
      3.94000      5.09686      2.46847      2.62839
      3.95000      4.97353      2.41397      2.55956
      3.96000      4.15453      2.02123      2.13330
      3.97000      3.69740      1.79357      1.90383
      3.98000      4.10153      2.01568      2.08584
      3.99000      4.67994      2.37326      2.30668
      4.00000      4.03970      2.09007      1.94963
      4.01000      2.32566      1.21114      1.11452
      4.02000      1.54473      0.80996      0.73478
      4.03000      1.83208      0.97386      0.85822
      4.04000      2.06877      1.11131      0.95746
      4.05000      1.70594      0.92060      0.78534
      4.06000      1.45731      0.78753      0.66978
      4.07000      1.57414      0.85522      0.71891
      4.08000      1.70914      0.93766      0.77148
      4.09000      1.95705      1.08275      0.87431
      4.10000      1.74075      0.96526      0.77549
      4.11000      1.11921      0.62084      0.49837
      4.12000      1.05952      0.58895      0.47058
      4.13000      1.13383      0.63281      0.50102
      4.14000      1.09576      0.61513      0.48063
      4.15000      1.02520      0.57760      0.44760
      4.16000      0.93661      0.52885      0.40777
      4.17000      1.09972      0.62318      0.47654
      4.18000      1.35048      0.76769      0.58278
      4.19000      1.25792      0.71725      0.54067
      4.20000      0.94880      0.54251      0.40629
      4.21000      0.81615      0.46750      0.34865
      4.22000      0.73152      0.42017      0.31136
      4.23000      0.86288      0.49741      0.36547
      4.24000      0.97970      0.56568      0.41402
      4.25000      0.88994      0.51498      0.37496
      4.26000      0.87829      0.50988      0.36841
      4.27000      0.90688      0.52763      0.37924
      4.28000      0.80750      0.47076      0.33674
      4.29000      0.77233      0.45135      0.32098
      4.30000      0.75896      0.44452      0.31445
      4.31000      0.77235      0.45346      0.31888
      4.32000      0.78399      0.46119      0.32279
      4.33000      0.63953      0.37680      0.26273
      4.34000      0.36054      0.21267      0.14787
      4.35000      0.11517      0.06798      0.04719
      4.36000      0.01738      0.01026      0.00712
      4.37000      0.00109      0.00065      0.00045
      4.38000      0.00003      0.00002      0.00001
      4.39000      0.00000      0.00000      0.00000
      4.40000      0.00000      0.00000      0.00000
      4.41000      0.00000      0.00000      0.00000
      4.42000      0.00000      0.00000      0.00000
      4.43000      0.00000      0.00000      0.00000
      4.44000      0.00000      0.00000      0.00000
      4.45000      0.00000      0.00000      0.00000
      4.46000      0.00000      0.00000      0.00000
      4.47000      0.00000      0.00000      0.00000
      4.48000      0.00000      0.00000      0.00000
      4.49000      0.00000      0.00000      0.00000
      4.50000      0.00000      0.00000      0.00000
      4.51000      0.00000      0.00000      0.00000
      4.52000      0.00000      0.00000      0.00000
      4.53000      0.00000      0.00000      0.00000
      4.54000      0.00000      0.00000      0.00000
      4.55000      0.00000      0.00000      0.00000
      4.56000      0.00000      0.00000      0.00000
      4.57000      0.00000      0.00000      0.00000
      4.58000      0.00000      0.00000      0.00000
      4.59000      0.00000      0.00000      0.00000
      4.60000      0.00000      0.00000      0.00000
      4.61000      0.00000      0.00000      0.00000
      4.62000      0.00000      0.00000      0.00000
      4.63000      0.00000      0.00000      0.00000
      4.64000      0.00000      0.00000      0.00000
      4.65000      0.00000      0.00000      0.00000
      4.66000      0.00000      0.00000      0.00000
      4.67000      0.00000      0.00000      0.00000
      4.68000      0.00000      0.00000      0.00000
      4.69000      0.00000      0.00000      0.00000
      4.70000      0.00000      0.00000      0.00000
      4.71000      0.00000      0.00000      0.00000
      4.72000      0.00000      0.00000      0.00000
      4.73000      0.00000      0.00000      0.00000
      4.74000      0.00000      0.00000      0.00000
      4.75000      0.00000      0.00000      0.00000
      4.76000      0.00000      0.00000      0.00000
      4.77000      0.00000      0.00000      0.00000
      4.78000      0.00000      0.00000      0.00000
      4.79000      0.00000      0.00000      0.00000
      4.80000      0.00000      0.00000      0.00000
      4.81000      0.00000      0.00000      0.00000
      4.82000      0.00000      0.00000      0.00000
      4.83000      0.00000      0.00000      0.00000
      4.84000      0.00000      0.00000      0.00000
      4.85000      0.00000      0.00000      0.00000
      4.86000      0.00000      0.00000      0.00000
      4.87000      0.00000      0.00000      0.00000
      4.88000      0.00000      0.00000      0.00000
      4.89000      0.00000      0.00000      0.00000
      4.90000      0.00000      0.00000      0.00000
      4.91000      0.00000      0.00000      0.00000
      4.92000      0.00000      0.00000      0.00000
      4.93000      0.00000      0.00000      0.00000
      4.94000      0.00000      0.00000      0.00000
      4.95000      0.00000      0.00000      0.00000
      4.96000      0.00000      0.00000      0.00000
      4.97000      0.00000      0.00000      0.00000
      4.98000      0.00000      0.00000      0.00000
      4.99000      0.00000      0.00000      0.00000
      5.00000      0.00000      0.00000      0.00000
      5.01000      0.00000      0.00000      0.00000
      5.02000      0.00000      0.00000      0.00000
      5.03000      0.00000      0.00000      0.00000
      5.04000      0.00000      0.00000      0.00000
      5.05000      0.00000      0.00000      0.00000
      5.06000      0.00000      0.00000      0.00000
      5.07000      0.00000      0.00000      0.00000
      5.08000      0.00000      0.00000      0.00000
      5.09000      0.00000      0.00000      0.00000
      5.10000      0.00000      0.00000      0.00000
      5.11000      0.00000      0.00000      0.00000
      5.12000      0.00000      0.00000      0.00000
      5.13000      0.00000      0.00000      0.00000
      5.14000      0.00000      0.00000      0.00000
      5.15000      0.00000      0.00000      0.00000
      5.16000      0.00000      0.00000      0.00000
      5.17000      0.00000      0.00000      0.00000
      5.18000      0.00000      0.00000      0.00000
      5.19000      0.00000      0.00000      0.00000
      5.20000      0.00000      0.00000      0.00000
      5.21000      0.00000      0.00000      0.00000
      5.22000      0.00000      0.00000      0.00000
      5.23000      0.00000      0.00000      0.00000
      5.24000      0.00000      0.00000      0.00000
      5.25000      0.00000      0.00000      0.00000
      5.26000      0.00000      0.00000      0.00000
      5.27000      0.00000      0.00000      0.00000
      5.28000      0.00000      0.00000      0.00000
      5.29000      0.00000      0.00000      0.00000
      5.30000      0.00000      0.00000      0.00000
      5.31000      0.00000      0.00000      0.00000
      5.32000      0.00000      0.00000      0.00000
      5.33000      0.00000      0.00000      0.00000
      5.34000      0.00000      0.00000      0.00000
      5.35000      0.00000      0.00000      0.00000
      5.36000      0.00000      0.00000      0.00000
      5.37000      0.00000      0.00000      0.00000
      5.38000      0.00000      0.00000      0.00000
      5.39000      0.00000      0.00000      0.00000
      5.40000      0.00000      0.00000      0.00000
      5.41000      0.00000      0.00000      0.00000
      5.42000      0.00000      0.00000      0.00000
      5.43000      0.00000      0.00000      0.00000
      5.44000      0.00000      0.00000      0.00000
      5.45000      0.00000      0.00000      0.00000
      5.46000      0.00000      0.00000      0.00000
      5.47000      0.00000      0.00000      0.00000
      5.48000      0.00000      0.00000      0.00000
      5.49000      0.00000      0.00000      0.00000
      5.50000      0.00002      0.00003      0.00000
      5.51000      0.00078      0.00125      0.00000
      5.52000      0.01230      0.01966      0.00000
      5.53000      0.07104      0.11351      0.00000
      5.54000      0.15092      0.24116      0.00000
      5.55000      0.11841      0.18920      0.00000
      5.56000      0.04250      0.06787      0.00000
      5.57000      0.06148      0.09795      0.00000
      5.58000      0.14357      0.22871      0.00000
      5.59000      0.13074      0.20826      0.00000
      5.60000      0.04384      0.06983      0.00000
      5.61000      0.00542      0.00862      0.00001
      5.62000      0.00113      0.00093      0.00036
      5.63000      0.01799      0.01171      0.00702
      5.64000      0.14831      0.10732      0.05336
      5.65000      0.52788      0.43747      0.16674
      5.66000      0.85025      0.79115      0.23243
      5.67000      0.63382      0.61780      0.16154
      5.68000      0.40489      0.32903      0.13053
      5.69000      0.65718      0.47648      0.23577
      5.70000      0.69756      0.56107      0.22706
      5.71000      0.31831      0.28823      0.09012
      5.72000      0.19438      0.13826      0.07079
      5.73000      0.52418      0.30718      0.21833
      5.74000      0.85087      0.49632      0.35530
      5.75000      0.73651      0.44932      0.29922
      5.76000      0.66193      0.51397      0.22268
      5.77000      0.82089      0.77219      0.21940
      5.78000      0.67265      0.63924      0.17687
      5.79000      0.38455      0.30058      0.12831
      5.80000      0.50376      0.30222      0.20658
      5.81000      0.70469      0.41122      0.29368
      5.82000      0.59009      0.34443      0.24566
      5.83000      0.31755      0.18557      0.13199
      5.84000      0.13672      0.08057      0.05654
      5.85000      0.21002      0.13602      0.08177
      5.86000      0.42664      0.34858      0.13571
      5.87000      0.61135      0.62895      0.13990
      5.88000      0.91157      0.81428      0.26029
      5.89000      1.31082      0.94481      0.46907
      5.90000      1.45731      1.11363      0.49471
      5.91000      1.01527      0.88540      0.29854
      5.92000      0.57399      0.46183      0.18496
      5.93000      0.61006      0.37770      0.24401
      5.94000      0.48183      0.28672      0.19756
      5.95000      0.21331      0.15559      0.07538
      5.96000      0.30760      0.29214      0.08009
      5.97000      0.71360      0.57108      0.23057
      5.98000      0.94615      0.65192      0.34994
      5.99000      0.77270      0.56265      0.27307
      6.00000      0.68231      0.55490      0.21661
      6.01000      0.71980      0.51386      0.25838
      6.02000      0.51957      0.32613      0.20515
      6.03000      0.33163      0.20841      0.13073
      6.04000      0.40698      0.32940      0.12964
      6.05000      0.59364      0.60950      0.13499
      6.06000      0.45916      0.54770      0.07234
      6.07000      0.27748      0.27235      0.06825
      6.08000      0.65636      0.40304      0.26243
      6.09000      1.34217      0.79361      0.54904
      6.10000      1.43962      0.85125      0.58842
      6.11000      1.00721      0.59840      0.41033
      6.12000      0.75777      0.48265      0.29530
      6.13000      0.81543      0.65189      0.26212
      6.14000      0.85573      0.82192      0.21701
      6.15000      0.73004      0.72600      0.17483
      6.16000      0.69427      0.72303      0.15268
      6.17000      0.59797      0.63056      0.12776
      6.18000      0.45918      0.37753      0.14217
      6.19000      0.40968      0.27771      0.15173
      6.20000      0.74910      0.56863      0.25274
      6.21000      1.21108      1.00421      0.37295
      6.22000      1.10491      0.89863      0.34750
      6.23000      0.82984      0.56906      0.30495
      6.24000      0.69963      0.42555      0.27917
      6.25000      0.57478      0.34296      0.23238
      6.26000      0.54874      0.33711      0.21818
      6.27000      0.69990      0.50478      0.24639
      6.28000      0.73954      0.73388      0.17593
      6.29000      0.61310      0.78600      0.07159
      6.30000      0.41726      0.50384      0.06131
      6.31000      0.32911      0.25941      0.10563
      6.32000      0.66125      0.40125      0.26336
      6.33000      1.35115      0.80631      0.54497
      6.34000      1.56562      0.93419      0.63207
      6.35000      1.16898      0.71639      0.46359
      6.36000      0.75375      0.57140      0.25236
      6.37000      0.83365      0.78279      0.21475
      6.38000      1.09560      0.90304      0.33370
      6.39000      0.80739      0.56463      0.28754
      6.40000      0.31976      0.20586      0.12109
      6.41000      0.36495      0.26222      0.12715
      6.42000      0.93056      0.75055      0.29186
      6.43000      1.21570      1.10167      0.33263
      6.44000      0.95229      0.98976      0.20784
      6.45000      0.81596      0.81596      0.19037
      6.46000      0.99005      0.75945      0.32665
      6.47000      1.48182      1.08724      0.50854
      6.48000      1.52831      1.22083      0.48138
      6.49000      0.83126      0.68831      0.25080
      6.50000      0.23342      0.18669      0.07298
      6.51000      0.14940      0.12879      0.04318
      6.52000      0.54469      0.49545      0.14695
      6.53000      1.08230      0.94625      0.30723
      6.54000      1.08220      0.84568      0.34714
      6.55000      0.61277      0.42704      0.21625
      6.56000      0.51681      0.37448      0.17514
      6.57000      1.02301      0.76752      0.33791
      6.58000      1.40788      1.05581      0.46764
      6.59000      1.44278      1.20784      0.42762
      6.60000      1.45165      1.32308      0.38609
      6.61000      1.37021      1.08245      0.43277
      6.62000      1.20549      0.78961      0.44667
      6.63000      0.92682      0.56839      0.36086
      6.64000      0.69034      0.41883      0.27163
      6.65000      0.72398      0.44452      0.28126
      6.66000      0.70183      0.46746      0.25649
      6.67000      0.78742      0.65390      0.23367
      6.68000      1.22403      1.04044      0.35043
      6.69000      1.64111      1.19955      0.54537
      6.70000      1.51393      1.03024      0.52909
      6.71000      1.23551      0.98874      0.37133
      6.72000      1.31383      1.29763      0.30011
      6.73000      1.35451      1.37579      0.29516
      6.74000      1.41617      1.30807      0.35709
      6.75000      1.37604      1.18988      0.37706
      6.76000      1.18929      0.94254      0.36661
      6.77000      1.25143      1.01324      0.38127
      6.78000      1.32591      1.08723      0.39631
      6.79000      0.97923      0.73256      0.31939
      6.80000      0.55154      0.41151      0.18016
      6.81000      0.63994      0.58687      0.16468
      6.82000      0.92144      0.83877      0.24075
      6.83000      0.75992      0.60855      0.23477
      6.84000      0.65721      0.44437      0.23869
      6.85000      0.82736      0.62356      0.27343
      6.86000      0.97719      0.92543      0.24276
      6.87000      0.94006      1.02086      0.17760
      6.88000      0.86533      0.95619      0.15666
      6.89000      0.67611      0.71286      0.13721
      6.90000      0.56380      0.44803      0.17672
      6.91000      0.75782      0.47429      0.29262
      6.92000      0.91504      0.56987      0.35488
      6.93000      0.93416      0.67290      0.32076
      6.94000      0.83085      0.75962      0.21197
      6.95000      0.74320      0.67406      0.19161
      6.96000      0.68939      0.49043      0.23828
      6.97000      0.45639      0.29246      0.17261
      6.98000      0.42366      0.35000      0.12734
      6.99000      1.00043      1.08134      0.19045
      7.00000      1.56145      1.92388      0.19194
      7.01000      1.52829      1.84100      0.20072
      7.02000      1.20995      1.28868      0.22762
      7.03000      0.74194      0.79129      0.13643
      7.04000      0.35443      0.43782      0.03642
      7.05000      0.37363      0.48685      0.02485
      7.06000      0.61176      0.59595      0.13405
      7.07000      1.01201      0.70034      0.35487
      7.08000      1.15252      0.75746      0.42237
      7.09000      0.84418      0.63034      0.27339
      7.10000      0.71232      0.56396      0.21673
      7.11000      0.82830      0.70680      0.23187
      7.12000      0.94275      1.08945      0.13682
      7.13000      0.89534      1.20348      0.05430
      7.14000      0.80258      0.94936      0.10082
      7.15000      0.90314      0.86541      0.19857
      7.16000      0.71045      0.59515      0.19692
      7.17000      0.42367      0.28916      0.15284
      7.18000      0.46924      0.27594      0.19489
      7.19000      0.40542      0.23881      0.16800
      7.20000      0.25596      0.19641      0.08108
      7.21000      0.72285      0.71622      0.14286
      7.22000      1.78171      1.82719      0.32223
      7.23000      2.31513      2.39959      0.41104
      7.24000      2.07806      2.14452      0.38764
      7.25000      1.80588      1.90453      0.33682
      7.26000      1.52741      1.60803      0.29224
      7.27000      0.78872      0.79288      0.16711
      7.28000      0.23409      0.22628      0.05078
      7.29000      0.36756      0.37907      0.05639
      7.30000      0.93872      0.96629      0.14443
      7.31000      1.07981      1.07799      0.18312
      7.32000      0.60706      0.56059      0.12642
      7.33000      0.46253      0.37831      0.13098
      7.34000      0.91205      0.79321      0.24142
      7.35000      1.20730      1.18249      0.23449
      7.36000      1.54802      1.56173      0.24415
      7.37000      2.26963      2.12790      0.44863
      7.38000      2.21144      2.05607      0.46519
      7.39000      1.18162      1.16569      0.21435
      7.40000      0.71574      0.82963      0.04952
      7.41000      0.79388      0.90673      0.05414
      7.42000      0.94985      0.91294      0.14955
      7.43000      1.56718      1.49336      0.24452
      7.44000      2.17297      2.11957      0.31202
      7.45000      2.03615      1.96837      0.28879
      7.46000      1.49243      1.54167      0.15355
