 &plot nbnd=  80, nks=   128 /
            0.000000  0.000000  0.000000
  -71.423  -71.423  -45.663  -45.663  -45.663  -45.663  -45.626  -45.626  -45.626  -45.626
  -44.778  -44.778  -44.777  -44.777  -44.746  -44.746  -44.745  -44.745  -44.729  -44.729
  -44.729  -44.729  -42.811  -42.811  -33.071  -33.071  -32.966  -32.966  -12.253  -12.253
  -11.018  -11.018   -3.671   -3.671   -0.013   -0.013    0.084    0.084    0.400    0.400
    0.998    0.998    1.398    1.398    2.198    2.198    5.175    5.175    5.418    5.418
    5.485    5.485    5.668    5.668    6.622    6.622    7.468    7.468    7.628    7.628
    9.180    9.180   10.502   10.502   11.238   11.238   12.717   12.717   12.836   12.836
   13.181   13.181   14.465   14.465   15.345   15.345   15.377   15.377   16.311   16.311
            0.006796  0.011771  0.000000
  -71.423  -71.423  -45.663  -45.663  -45.663  -45.663  -45.626  -45.626  -45.626  -45.626
  -44.778  -44.778  -44.777  -44.777  -44.746  -44.746  -44.745  -44.745  -44.729  -44.729
  -44.729  -44.729  -42.811  -42.811  -33.071  -33.071  -32.967  -32.967  -12.251  -12.251
  -11.017  -11.017   -3.669   -3.669   -0.015   -0.015    0.080    0.081    0.394    0.395
    0.998    0.999    1.396    1.396    2.198    2.198    5.175    5.175    5.412    5.413
    5.478    5.479    5.662    5.662    6.633    6.633    7.471    7.471    7.635    7.635
    9.184    9.184   10.515   10.515   11.240   11.240   12.685   12.685   12.860   12.861
   13.187   13.188   14.472   14.472   15.306   15.307   15.366   15.367   16.340   16.340
            0.013592  0.023542  0.000000
  -71.423  -71.423  -45.663  -45.663  -45.663  -45.663  -45.626  -45.626  -45.626  -45.626
  -44.778  -44.778  -44.777  -44.777  -44.746  -44.746  -44.745  -44.745  -44.729  -44.729
  -44.729  -44.729  -42.811  -42.811  -33.071  -33.071  -32.967  -32.967  -12.245  -12.245
  -11.014  -11.014   -3.661   -3.661   -0.024   -0.023    0.072    0.073    0.379    0.380
    0.998    1.000    1.389    1.392    2.195    2.195    5.171    5.173    5.391    5.399
    5.459    5.466    5.647    5.649    6.662    6.662    7.480    7.480    7.659    7.659
    9.195    9.195   10.554   10.554   11.247   11.247   12.618   12.618   12.902   12.908
   13.203   13.210   14.491   14.491   15.180   15.181   15.365   15.366   16.403   16.403
            0.020388  0.035313  0.000000
  -71.423  -71.423  -45.663  -45.663  -45.663  -45.663  -45.626  -45.626  -45.626  -45.626
  -44.778  -44.778  -44.777  -44.777  -44.746  -44.746  -44.745  -44.745  -44.729  -44.729
  -44.729  -44.729  -42.811  -42.811  -33.071  -33.071  -32.969  -32.969  -12.235  -12.235
  -11.009  -11.009   -3.648   -3.648   -0.042   -0.041    0.062    0.065    0.353    0.359
    0.996    1.002    1.378    1.386    2.191    2.192    5.160    5.169    5.354    5.374
    5.430    5.451    5.627    5.634    6.706    6.707    7.494    7.494    7.697    7.697
    9.213    9.213   10.618   10.618   11.259   11.259   12.533   12.537   12.946   12.963
   13.224   13.247   14.519   14.519   15.010   15.011   15.369   15.370   16.462   16.462
            0.027184  0.047084  0.000000
  -71.423  -71.423  -45.663  -45.663  -45.663  -45.663  -45.626  -45.626  -45.626  -45.626
  -44.778  -44.778  -44.777  -44.777  -44.746  -44.746  -44.745  -44.745  -44.729  -44.729
  -44.729  -44.729  -42.811  -42.811  -33.072  -33.072  -32.970  -32.970  -12.221  -12.221
